0,2,3,4,5,6,7,8
0,2.0002,2.9998,4.0003,5,5.9997,7.0002,7.9998
0.1,2.0002,2.9998,4.0003,5,5.9997,7.0002,7.9998
0.2,2.0002,2.9998,4.0003,5,5.9997,7.0002,7.9998
0.3,2.0002,2.9998,4.0003,5,5.9997,6.9985,7.9998
0.4,2.0002,2.9998,4.0003,5,5.9997,6.9985,7.9998
0.5,2.0002,2.9998,4.0003,5,5.9997,6.9985,7.9998
0.6,2.0002,2.9998,4.0003,5,5.9997,7.0002,7.9965
0.7,2.0002,2.9998,4.0003,5,5.9997,6.9985,7.994
0.8,2.0002,2.9982,3.9987,5,5.9997,6.9985,7.9907
0.9,2.0002,2.9982,4.0003,5,5.9972,6.9952,7.9915
1,1.9968,2.9982,3.997,4.9983,5.9972,6.9935,7.9907
1.1,1.9985,2.9982,3.9954,4.9967,5.9972,6.9919,7.9907
1.2,2.0002,2.9998,3.9954,4.995,5.9955,6.9927,7.9882
1.3,2.0002,2.9998,3.9962,4.9958,5.9939,6.9861,7.9882
1.4,2.0002,2.9998,3.9945,4.9958,5.9939,6.9827,7.9782
1.5,2.0002,2.9998,3.9929,4.9975,5.9955,6.9811,7.9782
1.6,2.0002,2.9998,3.9912,4.9967,5.9939,6.9802,7.9782
1.7,2.0002,2.9998,3.9945,4.9934,5.9905,6.9769,7.9691
1.8,2.0002,2.9998,3.9929,4.9909,5.993,6.9753,7.9625
1.9,1.9985,2.9982,3.992,4.9917,5.9872,6.9694,7.9542
2,2.0002,2.9982,3.9945,4.9909,5.988,6.9562,7.955
2.1,2.0002,2.9982,3.9945,4.9859,5.9856,6.9495,7.945
2.2,2.0002,2.9998,3.9929,4.9817,5.9731,6.942,7.9342
2.3,1.9968,2.9998,3.9912,4.9817,5.9623,6.9462,7.9052
2.4,1.9968,2.9998,3.9887,4.9809,5.9573,6.9271,7.8886
2.5,1.9968,2.9982,3.9887,4.9851,5.9532,6.9097,7.8853
2.6,1.9977,2.9965,3.9854,4.9792,5.9465,6.8997,7.8745
2.7,1.9977,2.9965,3.9829,4.9776,5.9449,6.8906,7.8246
2.8,1.9977,2.9965,3.9796,4.9734,5.9274,6.8814,7.7848
2.9,1.9977,2.9949,3.9746,4.9676,5.9258,6.8574,7.7507
3,1.9977,2.9932,3.9738,4.9651,5.9133,6.8515,7.7192
3.1,1.9977,2.989,3.9763,4.9593,5.9117,6.8258,7.6951
3.2,1.9977,2.9849,3.9696,4.956,5.9133,6.8075,7.6661
3.3,1.9977,2.9849,3.9763,4.9518,5.9125,6.7976,7.6436
3.4,1.9977,2.9907,3.9746,4.9469,5.9042,6.7718,7.6154
3.5,1.9977,2.989,3.9704,4.9502,5.8975,6.7594,7.5689
3.6,1.9977,2.989,3.9704,4.9502,5.8984,6.7502,7.5174
3.7,1.9977,2.9857,3.9596,4.9452,5.8809,6.7253,7.456
3.8,1.9977,2.9924,3.9613,4.9386,5.8593,6.6847,7.4145
3.9,1.9977,2.9924,3.9522,4.9352,5.8486,6.6465,7.3539
4,1.9977,2.9924,3.9505,4.9261,5.8303,6.6141,7.2941
4.1,1.9977,2.9899,3.9422,4.917,5.8129,6.5784,7.2144
4.2,1.9977,2.9899,3.9422,4.9062,5.7805,6.5418,7.1471
4.3,1.9977,2.989,3.9389,4.8954,5.7664,6.5244,7.0981
4.4,1.9993,2.989,3.9281,4.8879,5.7473,6.4854,7.0334
