0,1,2,3,4,5,6,7,8,9,10
11.8,0.98057,1.3733,1.3094,1.3442,1.3708,1.3741,1.3858,1.4256,1.4638,1.3783
11.9,0.98057,1.3741,1.2936,1.3376,1.3741,1.3658,1.3758,1.4165,1.4538,1.3725
12,0.98057,1.3766,1.2903,1.331,1.3907,1.3343,1.365,1.4057,1.453,1.3816
12.1,0.98223,1.3633,1.2778,1.3152,1.3783,1.3268,1.3608,1.4115,1.4273,1.3716
12.2,0.98223,1.3542,1.2853,1.3036,1.375,1.3409,1.3451,1.3891,1.4322,1.3617
12.3,0.98223,1.3575,1.2878,1.3085,1.3716,1.3517,1.3301,1.3816,1.4239,1.3667
12.4,0.98223,1.3459,1.2828,1.3019,1.3642,1.355,1.326,1.3658,1.4248,1.375
12.5,0.98223,1.3368,1.2753,1.2936,1.3675,1.3467,1.3119,1.365,1.4347,1.3683
12.6,0.98223,1.3276,1.267,1.2928,1.365,1.3351,1.2994,1.3417,1.4264,1.3608
12.7,0.98223,1.3268,1.2529,1.2853,1.36,1.3351,1.2953,1.3492,1.4173,1.3716
12.8,0.98223,1.3243,1.2554,1.2861,1.355,1.3318,1.2869,1.3409,1.4048,1.3841
12.9,0.98223,1.321,1.2496,1.2745,1.3326,1.3276,1.2894,1.3251,1.404,1.3774
13,0.98223,1.311,1.2571,1.2753,1.321,1.306,1.2845,1.3168,1.4024,1.3783
13.1,0.97974,1.3069,1.2579,1.2703,1.3177,1.3069,1.2861,1.3002,1.3899,1.3584
13.2,0.97974,1.306,1.2587,1.277,1.3193,1.3177,1.2836,1.3177,1.3866,1.3567
13.3,0.97974,1.2977,1.2521,1.2861,1.3251,1.311,1.2861,1.3085,1.3916,1.3617
13.4,0.97974,1.2903,1.2438,1.2861,1.3235,1.3185,1.2969,1.3036,1.3941,1.3434
13.5,0.97974,1.2903,1.2363,1.2886,1.3359,1.3218,1.2886,1.2994,1.3874,1.3476
13.6,0.97974,1.2778,1.2371,1.2803,1.3401,1.3135,1.2928,1.2911,1.3907,1.3559
13.7,0.97974,1.2687,1.2446,1.2629,1.3426,1.311,1.2919,1.2977,1.3808,1.3542
13.8,0.97974,1.2687,1.2405,1.2654,1.3484,1.3102,1.2911,1.2936,1.3733,1.3575
13.9,0.97974,1.2679,1.2413,1.282,1.3409,1.3085,1.2786,1.2811,1.3766,1.3417
14,0.96646,1.2546,1.2421,1.2811,1.3368,1.3036,1.277,1.2878,1.3617,1.3426
14.1,0.96646,1.2429,1.2463,1.2679,1.3185,1.2994,1.2853,1.2919,1.3642,1.3301
14.2,0.96646,1.2313,1.2429,1.2745,1.3235,1.3143,1.2811,1.2836,1.3642,1.3202
14.3,0.96646,1.2297,1.2446,1.2679,1.3384,1.2969,1.2936,1.2894,1.3575,1.3384
14.4,0.96646,1.2222,1.2297,1.277,1.3368,1.2977,1.2928,1.2853,1.3376,1.3393
