0,1,2,3,4,5,6,7,8,9,10
6,0.99967,1.9985,2.9791,3.9098,4.6762,5.2433,5.8153,5.6393,5.7265,5.9233
6.1,0.99967,1.9985,2.9791,3.9098,4.6695,5.2192,5.7705,5.6011,5.6435,5.8378
6.2,0.99967,1.9985,2.9791,3.909,4.6646,5.1735,5.7248,5.5314,5.5945,5.7647
6.3,0.99967,1.9985,2.9791,3.909,4.6529,5.1229,5.6734,5.4782,5.5164,5.6692
6.4,0.99967,1.9985,2.9791,3.909,4.6388,5.0905,5.631,5.4143,5.4683,5.5978
6.5,0.99967,1.9985,2.9791,3.8982,4.6314,5.039,5.5837,5.3786,5.4077,5.4965
6.6,0.99967,1.9985,2.9791,3.8982,4.6197,5.0183,5.5604,5.3429,5.3454,5.4376
6.7,0.99967,1.9985,2.9791,3.8874,4.604,4.9917,5.5289,5.274,5.2981,5.3537
6.8,0.99967,1.9985,2.9816,3.8799,4.5807,4.9502,5.4683,5.2341,5.2657,5.2773
6.9,0.99967,1.9985,2.9816,3.8799,4.5741,4.9402,5.4268,5.1644,5.186,5.1852
7,0.99967,1.9985,2.9816,3.8658,4.5691,4.9136,5.3919,5.0739,5.1237,5.1237
7.1,0.99967,1.9985,2.9816,3.8658,4.5417,4.8962,5.3703,5.0133,5.0938,5.0839
7.2,0.99967,1.9985,2.9816,3.8559,4.5301,4.8746,5.3437,4.9494,5.049,5.0291
7.3,0.99967,1.9985,2.9816,3.8559,4.5209,4.8398,5.3089,4.9178,5.0116,4.9701
7.4,0.99967,1.9985,2.9816,3.8517,4.5076,4.8024,5.2682,4.8755,4.9568,4.9029
7.5,0.99967,1.9985,2.9816,3.8517,4.4952,4.7899,5.2092,4.8315,4.9012,4.8688
7.6,0.99967,1.9985,2.9816,3.8434,4.4869,4.7783,5.1702,4.7933,4.8589,4.8173
7.7,0.99967,1.9985,2.9816,3.8434,4.4744,4.7576,5.1511,4.7634,4.8456,4.7725
7.8,0.99967,1.9985,2.9816,3.8376,4.4636,4.721,5.1021,4.7302,4.7949,4.7086
7.9,0.99967,1.9985,2.9816,3.8376,4.452,4.6986,5.049,4.6862,4.7501,4.6762
8,0.99967,1.9985,2.9816,3.8376,4.4354,4.6778,5.0125,4.6488,4.7169,4.6131
8.1,0.99967,1.9985,2.9816,3.8401,4.4346,4.6413,4.9834,4.5882,4.6878,4.5633
8.2,0.99967,1.9985,2.9832,3.8235,4.4296,4.6206,4.9494,4.5566,4.6496,4.5159
8.3,0.99967,1.9985,2.9832,3.8235,4.4146,4.5973,4.9153,4.5276,4.6081,4.4711
8.4,0.99967,1.9985,2.9832,3.8193,4.4097,4.5707,4.8937,4.4877,4.5674,4.4354
8.5,0.99967,1.9985,2.9832,3.8193,4.398,4.5483,4.8672,4.4578,4.5292,4.3889
8.6,0.99967,1.9985,2.9832,3.8143,4.3897,4.5292,4.8389,4.4105,4.4852,4.3482
8.7,0.99967,1.9985,2.9832,3.8143,4.3673,4.4861,4.7899,4.3839,4.4528,4.305
8.8,0.99967,1.9985,2.9832,3.8143,4.3648,4.4694,4.775,4.3515,4.4246,4.2635
8.9,0.99967,1.9985,2.9832,3.8094,4.3499,4.4437,4.7476,4.3241,4.3781,4.2345
9,0.99967,1.9985,2.9832,3.8094,4.3374,4.4146,4.6961,4.2785,4.3574,4.1871
9.1,0.99967,1.9985,2.9832,3.8085,4.3408,4.3839,4.6637,4.2419,4.3391,4.1548
9.2,0.99967,1.9985,2.9832,3.8085,4.33,4.3715,4.6355,4.2212,4.33,4.1357
9.3,0.99967,1.9985,2.9832,3.8085,4.3324,4.3432,4.5857,4.1863,4.3134,4.0966
9.4,0.99967,1.9985,2.9832,3.8019,4.325,4.3208,4.5699,4.1622,4.2901,4.056
9.5,0.99967,1.9985,2.9782,3.8019,4.3241,4.3067,4.5334,4.1373,4.2569,4.0286
9.6,0.99967,1.9985,2.9782,3.7911,4.3009,4.286,4.5234,4.1066,4.2353,3.9995
9.7,0.99967,1.9985,2.9782,3.782,4.2826,4.2785,4.4852,4.0817,4.232,3.9854
9.8,0.99967,1.9985,2.9782,3.782,4.2677,4.2552,4.4578,4.0734,4.1946,3.9696
9.9,0.99967,1.9985,2.9782,3.7853,4.2461,4.2361,4.4362,4.0692,4.1996,3.9464
10,0.99967,1.9985,2.9782,3.7853,4.2411,4.2054,4.408,4.0452,4.1705,3.9447
10.1,0.99967,1.9985,2.9782,3.7853,4.222,4.1896,4.3931,4.0294,4.1564,3.9198
10.2,0.99967,1.9985,2.9782,3.777,4.2104,4.1822,4.3632,3.987,4.1332,3.8799
10.3,0.99967,1.9985,2.9782,3.777,4.1946,4.1631,4.3399,3.9763,4.1207,3.8725
10.4,0.99967,1.9985,2.9733,3.7637,4.1813,4.1597,4.3192,3.9779,4.1108,3.8675
10.5,0.99967,1.9985,2.9733,3.7637,4.178,4.1498,4.3009,3.9572,4.0958,3.8592
10.6,0.99967,1.9985,2.9733,3.7595,4.178,4.1265,4.281,3.9414,4.041,3.8268
10.7,0.99967,1.9985,2.9733,3.7595,4.1697,4.0975,4.2511,3.9381,4.0161,3.8301
10.8,0.99967,1.9985,2.9733,3.7562,4.1548,4.0759,4.2179,3.9048,3.9912,3.8243
10.9,0.99967,1.9985,2.9733,3.7562,4.1423,4.0576,4.2029,3.8907,3.9796,3.816
11,0.99967,1.9985,2.9733,3.7471,4.134,4.036,4.1847,3.8824,3.9646,3.7762
11.1,0.99967,1.9985,2.9774,3.7471,4.1332,4.0269,4.1581,3.8783,3.9605,3.7795
11.2,0.99967,1.9985,2.9774,3.7429,4.1265,4.0136,4.1299,3.8409,3.9356,3.7571
11.3,0.99967,1.9985,2.9774,3.7429,4.1224,4.0061,4.1149,3.8376,3.9239,3.7396
11.4,0.99967,1.9985,2.9774,3.738,4.1157,3.9854,4.1041,3.8077,3.9322,3.7446
11.5,0.99967,1.9985,2.9774,3.7238,4.1166,3.9713,4.0867,3.7936,3.9223,3.7205
11.6,0.99967,1.9985,2.9774,3.7238,4.1049,3.9489,4.0692,3.782,3.9156,3.689
11.7,0.99967,1.9985,2.9774,3.7222,4.0775,3.943,4.0377,3.777,3.914,3.6832
11.8,0.99967,1.9985,2.9774,3.7222,4.0676,3.9298,4.0352,3.7712,3.904,3.684
11.9,0.99967,1.9985,2.9774,3.7222,4.0568,3.9148,4.0095,3.7587,3.8941,3.6682
12,0.99967,1.9985,2.9774,3.7164,4.0468,3.9281,3.997,3.7488,3.8899,3.6441
12.1,0.99967,1.9985,2.9791,3.7147,4.0186,3.9181,3.987,3.7189,3.8766,3.6408
12.2,0.99967,1.9985,2.9791,3.7147,4.0086,3.9007,3.9538,3.7081,3.8667,3.64
12.3,0.99967,1.9985,2.9791,3.7139,3.9987,3.8824,3.9563,3.7039,3.8617,3.6508
12.4,0.99967,1.9985,2.9791,3.7114,3.9937,3.8708,3.9331,3.7081,3.8359,3.6392
12.5,0.99967,1.9985,2.9791,3.7114,3.9887,3.8608,3.9048,3.6948,3.8334,3.6367
12.6,0.99967,1.9985,2.9791,3.7147,3.9804,3.8608,3.9115,3.689,3.8276,3.6416
12.7,0.99967,1.9985,2.9791,3.7089,3.9638,3.8484,3.8866,3.6873,3.8326,3.6267
12.8,0.99967,1.9985,2.9791,3.7047,3.953,3.8343,3.8799,3.7023,3.8318,3.63
12.9,0.99967,1.9985,2.9791,3.7047,3.9447,3.821,3.86,3.7089,3.8376,3.6284
13,0.99967,1.9985,2.9791,3.6981,3.9389,3.8218,3.8442,3.7155,3.8334,3.6209
13.1,0.99967,1.9985,2.9791,3.6973,3.9347,3.8152,3.8235,3.7139,3.8301,3.6217
13.2,0.99967,1.9985,2.9791,3.6973,3.919,3.8085,3.8119,3.7014,3.8251,3.6151
13.3,0.99967,1.9985,2.9799,3.6989,3.9107,3.811,3.8235,3.7197,3.8351,3.6201
13.4,0.99967,1.9985,2.9799,3.6948,3.9098,3.7994,3.8044,3.7039,3.8019,3.6284
13.5,0.99967,1.9985,2.9799,3.6948,3.899,3.7919,3.7878,3.6865,3.8019,3.6292
13.6,0.99967,1.9985,2.9799,3.6898,3.8957,3.7903,3.7728,3.6857,3.7969,3.6392
13.7,0.99967,1.9985,2.9799,3.6915,3.8808,3.7828,3.7529,3.6848,3.7836,3.6317
13.8,0.99967,1.9985,2.9799,3.6898,3.8791,3.7737,3.7429,3.6765,3.7886,3.6425
13.9,0.99967,1.9985,2.9799,3.6898,3.8525,3.7828,3.7405,3.6873,3.7828,3.645
14,0.99967,1.9985,2.9799,3.6881,3.8476,3.7778,3.718,3.6815,3.7886,3.6392
14.1,0.99967,1.9985,2.9799,3.6881,3.8368,3.772,3.7114,3.6898,3.7878,3.6533
14.2,0.99967,1.9985,2.9799,3.684,3.8318,3.7679,3.7081,3.6923,3.7919,3.6383
14.3,0.99967,1.9985,2.9841,3.679,3.811,3.7604,3.7047,3.6699,3.7795,3.6275
14.4,0.99967,1.9985,2.9841,3.679,3.7969,3.7679,3.6906,3.6657,3.7894,3.64
14.5,0.99967,1.9985,2.9841,3.6765,3.7853,3.7637,3.6881,3.6649,3.7953,3.6317
14.6,0.99967,1.9985,2.9841,3.6632,3.7811,3.7637,3.6964,3.6657,3.7919,3.6541
14.7,0.99967,1.9985,2.9841,3.6632,3.7953,3.7595,3.6749,3.674,3.7903,3.6607
14.8,0.99967,1.9985,2.9841,3.6682,3.7728,3.7645,3.6757,3.6599,3.7753,3.6724
14.9,0.99967,1.9985,2.9841,3.6699,3.7529,3.7587,3.6773,3.6599,3.7488,3.6807
15,0.99967,1.9985,2.9841,3.6699,3.7571,3.7571,3.6591,3.6857,3.7604,3.694
15.1,0.99967,1.9985,2.9841,3.6674,3.7454,3.7479,3.6549,3.6906,3.7479,3.7006
15.2,0.99967,1.9985,2.9841,3.6616,3.7363,3.733,3.6408,3.7114,3.7662,3.7023
15.3,0.99967,1.9985,2.9841,3.6616,3.7214,3.7139,3.635,3.723,3.772,3.7023
15.4,0.99967,1.9985,2.9733,3.6549,3.7255,3.7139,3.6275,3.7064,3.7803,3.7072
15.5,0.99967,1.9985,2.9733,3.6607,3.7214,3.7031,3.6367,3.7247,3.7953,3.7272
15.6,0.99967,1.9985,2.9733,3.6558,3.7047,3.7205,3.6284,3.7288,3.7953,3.7205
15.7,0.99967,1.9985,2.9733,3.6558,3.6964,3.7047,3.6358,3.733,3.8011,3.7164
15.8,0.99967,1.9985,2.9733,3.6466,3.6923,3.7155,3.6267,3.7297,3.7853,3.7288
15.9,0.99967,1.9985,2.9733,3.6433,3.6773,3.7114,3.6458,3.738,3.7986,3.7305
16,0.99967,1.9985,2.9733,3.6433,3.6599,3.7222,3.65,3.7405,3.7928,3.733
16.1,0.99967,1.9985,2.9733,3.6458,3.6549,3.723,3.6392,3.7546,3.8102,3.7222
16.2,0.99967,1.9985,2.9807,3.6441,3.6425,3.7321,3.6284,3.7338,3.8077,3.7255
16.3,0.99967,1.9985,2.9807,3.645,3.6483,3.7496,3.6309,3.7463,3.8268,3.7205
16.4,0.99967,1.9985,2.9807,3.645,3.6433,3.7346,3.625,3.7571,3.8202,3.7056
16.5,0.99967,1.9985,2.9807,3.645,3.6392,3.7338,3.6159,3.7803,3.8293,3.7122
16.6,0.99967,1.9985,2.9807,3.6458,3.6342,3.733,3.6051,3.7687,3.8417,3.7031
16.7,0.99967,1.9985,2.9807,3.6466,3.6325,3.7405,3.6118,3.767,3.8417,3.7122
16.8,0.99967,1.9985,2.9807,3.6466,3.625,3.7446,3.6151,3.772,3.87,3.7189
16.9,0.99967,1.9985,2.9807,3.6433,3.6259,3.7313,3.6242,3.7745,3.8575,3.7172
17,0.99967,1.9985,2.9841,3.6458,3.6184,3.738,3.6176,3.7894,3.8882,3.7479
17.1,0.99967,1.9985,2.9841,3.6458,3.6242,3.7554,3.64,3.7977,3.9015,3.7662
17.2,0.99967,1.9985,2.9841,3.6392,3.6209,3.7463,3.6383,3.816,3.8866,3.7521
17.3,0.99967,1.9985,2.9841,3.6317,3.625,3.7463,3.6541,3.831,3.8866,3.7745
17.4,0.99967,1.9985,2.9841,3.6234,3.635,3.7562,3.6607,3.8417,3.8949,3.7845
17.5,0.99967,1.9985,2.9841,3.6284,3.6383,3.7405,3.6666,3.8301,3.9015,3.7604
17.6,0.99967,1.9985,2.9841,3.6284,3.6217,3.7429,3.6599,3.8218,3.8924,3.7687
17.7,0.99967,1.9985,2.9841,3.6259,3.6226,3.7554,3.6632,3.8127,3.8758,3.7878
17.8,0.99967,1.9985,2.9841,3.6292,3.6192,3.7446,3.6674,3.8143,3.8642,3.7936
17.9,0.99967,1.9985,2.9841,3.6167,3.6209,3.7471,3.6707,3.811,3.8484,3.7953
18,0.99967,1.9985,2.9807,3.6167,3.6101,3.7363,3.6657,3.8044,3.8525,3.7753
18.1,0.99967,1.9985,2.9807,3.6201,3.6084,3.7321,3.6815,3.8202,3.8434,3.7571
18.2,0.99967,1.9985,2.9807,3.6134,3.5985,3.733,3.6707,3.8351,3.8592,3.7562
18.3,0.99967,1.9985,2.9807,3.6084,3.5935,3.723,3.674,3.8334,3.8608,3.7595
18.4,0.99967,1.9985,2.9807,3.6101,3.5819,3.7072,3.6715,3.8185,3.8675,3.7745
18.5,0.99967,1.9985,2.9807,3.6101,3.5669,3.7122,3.6832,3.8094,3.8849,3.7969
18.6,0.99967,1.9985,2.9807,3.6101,3.5661,3.7222,3.6815,3.8069,3.8783,3.8235
18.7,0.99967,1.9985,2.9807,3.6159,3.5528,3.7189,3.6649,3.8177,3.8866,3.8301
18.8,0.99967,1.9985,2.9807,3.6134,3.5578,3.7172,3.6682,3.826,3.8941,3.8152
18.9,0.99967,1.9985,2.9807,3.6118,3.5669,3.7263,3.6815,3.7961,3.8799,3.8326
19,0.99967,1.9985,2.9807,3.6118,3.5586,3.7305,3.6915,3.8002,3.8808,3.8168
19.1,0.99967,1.9985,2.9865,3.6118,3.5644,3.7438,3.7023,3.8044,3.8799,3.7969
19.2,0.99967,1.9985,2.9865,3.6084,3.5594,3.7313,3.7023,3.7944,3.8716,3.7953
19.3,0.99967,2.0002,2.9865,3.6043,3.5603,3.7238,3.7006,3.7969,3.8741,3.8152
19.4,0.99967,2.0002,2.9865,3.5993,3.5586,3.7255,3.7089,3.8102,3.875,3.8193
19.5,0.99967,2.0002,2.9865,3.601,3.5462,3.7272,3.7047,3.811,3.8774,3.8285
19.6,0.99967,2.0002,2.9865,3.5952,3.5387,3.7263,3.694,3.8293,3.8625,3.8334
19.7,0.99967,2.0002,2.9865,3.5935,3.5362,3.7238,3.6848,3.8193,3.8658,3.8052
19.8,0.99967,2.0002,2.9865,3.591,3.5329,3.7263,3.689,3.8202,3.8617,3.8036
19.9,0.99967,2.0002,2.9865,3.5976,3.5254,3.7172,3.6865,3.8102,3.8542,3.8168
20,0.99967,2.0002,2.9865,3.6026,3.5229,3.7164,3.6848,3.7986,3.8459,3.8119
20.1,0.99967,2.0002,2.9865,3.601,3.5262,3.723,3.6823,3.7911,3.8326,3.7928
20.2,0.99967,2.0002,2.9865,3.6018,3.508,3.7263,3.6948,3.8102,3.8467,3.7928
20.3,0.99967,2.0002,2.9865,3.5943,3.4972,3.7346,3.7023,3.8119,3.8509,3.816
20.4,0.99967,2.0002,2.9865,3.5943,3.5088,3.7371,3.7072,3.8044,3.855,3.8185
20.5,0.99967,2.0002,2.9865,3.5993,3.5113,3.7164,3.7189,3.806,3.8675,3.8276
