0,3,4,5,6,7,8,9
0,2.9998,4.0003,5,5.9997,7.0002,7.9998,9.0003
0.1,2.9998,4.0003,5,5.9997,7.0002,7.9998,9.0003
0.2,2.9998,4.0003,5,5.9997,7.0002,7.9998,9.0003
0.3,2.9998,4.0003,4.9983,5.9997,6.9985,7.9998,9.0003
0.4,2.9998,4.0003,5,5.9997,6.9977,7.9982,9.0003
0.5,2.9998,4.0003,5,5.9997,6.9968,7.9965,8.9987
0.6,2.9998,4.0003,5,5.9997,6.9927,7.9949,8.9962
0.7,2.9998,4.0003,5,5.9963,6.9885,7.9874,8.9887
0.8,2.9998,4.0003,5,5.9947,6.9819,7.9799,8.9796
0.9,2.9998,4.0003,4.9983,5.993,6.9777,7.9724,8.9646
1,2.9998,4.0003,4.9975,5.9864,6.9678,7.9666,8.9472
1.1,2.9998,4.0003,4.9958,5.9806,6.9628,7.9558,8.9281
1.2,2.9998,4.0003,4.9917,5.9739,6.9562,7.9367,8.8949
1.3,2.9998,3.9987,4.9867,5.9656,6.9404,7.9318,8.8517
1.4,2.9982,4.0003,4.9875,5.9582,6.9362,7.9143,8.8227
1.5,2.9973,4.0003,4.9851,5.9499,6.8972,7.8927,8.7529
1.6,2.9957,3.9987,4.9651,5.9349,6.8723,7.8612,8.7031
1.7,2.9973,3.992,4.9527,5.915,6.8391,7.8197,8.6309
1.8,2.9957,3.9879,4.9452,5.8859,6.8208,7.7989,8.5487
1.9,2.9957,3.9804,4.9394,5.8635,6.7785,7.7383,8.4656
2,2.994,3.9704,4.9278,5.8419,6.7336,7.6918,8.3926
2.1,2.9932,3.9572,4.9178,5.8112,6.6896,7.6528,8.2871
2.2,2.9907,3.953,4.9062,5.7813,6.6431,7.5847,8.175
2.3,2.9915,3.9455,4.8921,5.7664,6.6008,7.5241,8.0596
2.4,2.989,3.9339,4.868,5.724,6.5493,7.4386,7.9102
2.5,2.9865,3.9239,4.8472,5.6974,6.4945,7.3481,7.7698
2.6,2.9841,3.9132,4.8182,5.6476,6.4513,7.2152,7.6104
2.7,2.9832,3.8874,4.8065,5.6053,6.3691,7.1156,7.451
2.8,2.9841,3.8716,4.7866,5.5646,6.2903,6.9869,7.3107
2.9,2.9832,3.8617,4.7443,5.5048,6.2114,6.8499,7.1637
3,2.9799,3.8334,4.7144,5.4558,6.1325,6.7154,7.0375
3.1,2.9758,3.8293,4.6862,5.4143,6.0262,6.5643,6.8665
3.2,2.9666,3.8285,4.6596,5.3828,5.9233,6.4148,6.7253
3.3,2.9683,3.8027,4.6322,5.3354,5.8369,6.223,6.5734
3.4,2.9533,3.782,4.5898,5.2757,5.734,6.0644,6.4447
3.5,2.945,3.7662,4.5566,5.2292,5.6559,5.9523,6.3027
3.6,2.945,3.7321,4.5118,5.1727,5.5638,5.7987,6.1325
3.7,2.9359,3.7214,4.4728,5.1146,5.4832,5.6642,5.9814
3.8,2.9284,3.7064,4.4238,5.0648,5.4143,5.5347,5.8386
3.9,2.9168,3.6749,4.3922,4.9983,5.2981,5.4392,5.724
4,2.9168,3.6591,4.3125,4.9352,5.2067,5.3313,5.5771
4.1,2.8969,3.6209,4.2635,4.8879,5.1204,5.1993,5.4284
4.2,2.8902,3.6084,4.2137,4.7825,5,5.1013,5.2848
4.3,2.8745,3.5777,4.178,4.721,4.8954,5.0116,5.1411
4.4,2.852,3.5727,4.1091,4.6355,4.8148,4.9228,5.0307
4.5,2.852,3.5528,4.0568,4.5882,4.7451,4.819,4.8813
4.6,2.8321,3.5063,4.0169,4.4927,4.6438,4.7318,4.7833
4.7,2.813,3.4914,3.9646,4.4296,4.5541,4.6546,4.7036
4.8,2.7898,3.4557,3.9347,4.3457,4.4877,4.5732,4.5707
4.9,2.7765,3.4399,3.9065,4.2635,4.3798,4.4636,4.4537
5,2.7566,3.4058,3.8484,4.2021,4.3017,4.3839,4.3391
5.1,2.7566,3.3975,3.8044,4.1091,4.2253,4.2884,4.2129
5.2,2.7458,3.3643,3.7654,4.0236,4.1332,4.1871,4.124
5.3,2.73,3.3486,3.6989,3.953,4.0908,4.095,4.0385
5.4,2.7275,3.312,3.6533,3.9024,4.0261,3.997,3.9729
5.5,2.7275,3.3029,3.6051,3.8202,3.9547,3.9389,3.9032
5.6,2.7084,3.2747,3.5702,3.762,3.8866,3.8608,3.831
5.7,2.6959,3.2581,3.5154,3.6865,3.8177,3.7903,3.7504
5.8,2.6793,3.2323,3.4781,3.6242,3.7571,3.7214,3.6998
5.9,2.6652,3.1842,3.4399,3.552,3.6981,3.65,3.6566
6,2.647,3.1626,3.4034,3.4947,3.6076,3.5702,3.6126
6.1,2.647,3.131,3.3552,3.4382,3.5296,3.5237,3.5636
6.2,2.6287,3.0995,3.3353,3.3701,3.4573,3.464,3.5088
6.3,2.6113,3.0613,3.307,3.3145,3.3701,3.4225,3.4407
6.4,2.5922,3.0505,3.278,3.2597,3.312,3.366,3.3917
6.5,2.5814,3.0123,3.2431,3.2157,3.2356,3.2896,3.3419
6.6,2.559,2.9849,3.2074,3.1418,3.175,3.2165,3.2747
6.7,2.5357,2.9658,3.1526,3.0995,3.0878,3.1327,3.2149
6.8,2.5125,2.9326,3.1211,3.0256,3.0372,3.0729,3.1642
6.9,2.51,2.9218,3.1094,2.9699,2.9832,3.0173,3.1003
7,2.4958,2.8894,3.0829,2.9176,2.9276,2.9633,3.0538
7.1,2.4958,2.8778,3.0555,2.872,2.8786,2.9019,2.9965
7.2,2.4759,2.872,3.0347,2.8197,2.8396,2.8662,2.9583
7.3,2.4618,2.8587,2.9957,2.7765,2.8205,2.8313,2.9052
7.4,2.4577,2.8255,2.9525,2.7557,2.7864,2.7723,2.8437
7.5,2.4577,2.8072,2.9201,2.7333,2.7532,2.7134,2.7914
7.6,2.4577,2.7773,2.8803,2.7026,2.7101,2.6578,2.7391
7.7,2.4518,2.7599,2.8504,2.676,2.6702,2.6304,2.6785
7.8,2.4518,2.73,2.7989,2.6428,2.642,2.6113,2.6229
7.9,2.4543,2.7043,2.7723,2.593,2.6071,2.5822,2.5872
8,2.4369,2.6893,2.7258,2.5506,2.5706,2.5623,2.5648
8.1,2.4228,2.6544,2.6885,2.5083,2.5432,2.5316,2.5232
8.2,2.4112,2.6445,2.6777,2.4834,2.5091,2.5282,2.4925
8.3,2.397,2.6154,2.6644,2.4444,2.4801,2.4992,2.4826
8.4,2.3771,2.588,2.6262,2.4195,2.4768,2.4585,2.4792
8.5,2.3721,2.5598,2.6237,2.3771,2.4477,2.4112,2.4444
8.6,2.3647,2.5316,2.5947,2.3406,2.4269,2.3854,2.4195
8.7,2.3522,2.5224,2.5614,2.3223,2.3995,2.3547,2.3929
8.8,2.3406,2.4958,2.5473,2.2924,2.3796,2.3389,2.3688
8.9,2.3115,2.4651,2.5108,2.28,2.3622,2.3207,2.3422
9,2.2974,2.4352,2.4958,2.2659,2.3398,2.2949,2.3315
9.1,2.2891,2.4161,2.4668,2.2534,2.3065,2.2642,2.3115
9.2,2.275,2.402,2.4294,2.2351,2.2908,2.2318,2.3007
9.3,2.2625,2.3846,2.3954,2.231,2.2883,2.2335,2.2858
9.4,2.2409,2.358,2.3655,2.1953,2.2791,2.2136,2.2692
9.5,2.226,2.3422,2.3356,2.1862,2.2742,2.1978,2.2385
9.6,2.2152,2.3315,2.3157,2.1463,2.2592,2.1845,2.226
9.7,2.2086,2.3198,2.28,2.143,2.2343,2.1795,2.2069
9.8,2.2044,2.2957,2.2542,2.1156,2.2177,2.1662,2.1969
9.9,2.1895,2.2833,2.2443,2.1015,2.2003,2.143,2.1729
10,2.1787,2.2659,2.2326,2.0907,2.1563,2.1214,2.1579
10.1,2.1695,2.231,2.2011,2.0807,2.1455,2.099,2.143
10.2,2.1612,2.216,2.1679,2.0516,2.138,2.0749,2.1114
10.3,2.1314,2.1961,2.1579,2.0359,2.1214,2.0575,2.0932
10.4,2.1164,2.1737,2.1471,2.0176,2.1123,2.0425,2.0624
10.5,2.0965,2.1563,2.1322,1.9985,2.0882,2.0367,2.0359
10.6,2.0923,2.1363,2.1172,1.9902,2.0849,2.0325,2.0309
10.7,2.0749,2.1222,2.1073,1.9753,2.084,2.0317,2.0043
10.8,2.0641,2.1089,2.0915,1.9562,2.0508,2.0325,1.9761
10.9,2.0608,2.0998,2.0799,1.9387,2.04,2.0018,1.9811
11,2.0483,2.0732,2.0749,1.9346,2.0342,1.9628,1.9562
11.1,2.045,2.0541,2.0583,1.9379,2.045,1.9528,1.9678
11.2,2.0409,2.05,2.0533,1.9479,2.0334,1.9645,1.9661
11.3,2.0392,2.0433,2.0591,1.957,2.0226,1.9603,1.9595
11.4,2.0359,2.0425,2.0516,1.9288,2.0068,1.952,1.947
11.5,2.0242,2.0417,2.0342,1.9221,1.9711,1.9346,1.9437
11.6,2.0201,2.0342,2.0242,1.9313,1.9753,1.9229,1.942
11.7,2.0085,2.0334,2.0259,1.9213,1.9636,1.9047,1.9636
11.8,1.9985,2.0284,2.0251,1.9122,1.952,1.9088,1.9437
11.9,1.991,2.0309,2.0101,1.8831,1.957,1.8939,1.9578
12,1.9919,2.0184,1.9993,1.8756,1.952,1.9072,1.952
12.1,1.9753,2.0143,2.001,1.8607,1.9445,1.8864,1.9736
12.2,1.9686,2.006,1.9811,1.8557,1.9487,1.8964,1.9595
12.3,1.9694,1.9753,1.9736,1.8441,1.9387,1.9039,1.9387
12.4,1.9694,1.9728,1.9678,1.8391,1.9304,1.9072,1.9487
12.5,1.9603,1.9636,1.9678,1.8432,1.9454,1.9346,1.9495
12.6,1.9628,1.957,1.9495,1.8499,1.9512,1.942,1.9694
12.7,1.9653,1.9562,1.9454,1.8358,1.952,1.9678,1.9603
12.8,1.9537,1.9537,1.952,1.8399,1.9362,1.9711,1.9653
12.9,1.9512,1.9553,1.9412,1.82,1.957,1.9661,1.9578
13,1.9479,1.9213,1.9279,1.7976,1.9487,1.9728,1.9545
13.1,1.9429,1.9254,1.9105,1.8042,1.9578,1.9703,1.9653
13.2,1.9396,1.9346,1.9063,1.7984,1.9354,1.9885,1.9595
13.3,1.942,1.9246,1.8964,1.8017,1.9254,1.9852,1.9711
13.4,1.9387,1.9022,1.9063,1.7884,1.9213,1.9836,1.9703
13.5,1.9337,1.8997,1.8839,1.7785,1.9047,1.9811,1.9744
13.6,1.9072,1.8897,1.8723,1.7785,1.918,1.967,1.9711
13.7,1.898,1.8931,1.859,1.776,1.9288,1.9628,1.9761
13.8,1.9063,1.8856,1.8441,1.7702,1.9346,1.9661,1.9703
13.9,1.903,1.8706,1.8474,1.7702,1.9528,1.9595,1.9553
14,1.9063,1.8781,1.8673,1.7552,1.967,1.9753,1.9445
14.1,1.9005,1.8914,1.8623,1.7735,1.9545,1.9653,1.9462
14.2,1.8972,1.8872,1.8914,1.7727,1.9495,1.9761,1.9636
14.3,1.8989,1.8781,1.8955,1.771,1.9686,2.0002,1.9462
14.4,1.8906,1.8765,1.8939,1.7685,1.9653,1.9827,1.947
14.5,1.8872,1.8856,1.8939,1.781,1.9902,1.9919,1.9429
14.6,1.8872,1.874,1.898,1.7776,1.9993,1.9777,1.9346
14.7,1.8922,1.8648,1.8872,1.776,2.0151,1.9885,1.9296
