0,1,2,3,4,5,6,7
35.9,0.63185,0.76137,0.85105,0.76719,0.85852,0.88177,0.82614
36,0.63185,0.74975,0.83444,0.76636,0.86848,0.88343,0.82946
36.1,0.63849,0.75141,0.84274,0.76802,0.86931,0.85935,0.81368
36.2,0.64264,0.74809,0.84689,0.76387,0.86101,0.88426,0.78462
36.3,0.64264,0.75058,0.83195,0.76636,0.86599,0.89256,0.78047
36.4,0.65344,0.75307,0.85022,0.76802,0.86765,0.90668,0.80455
36.5,0.64846,0.75722,0.86516,0.74892,0.86433,0.89754,0.81783
36.6,0.64846,0.76221,0.86101,0.75888,0.86018,0.89007,0.84856
36.7,0.64846,0.76387,0.84939,0.75888,0.8552,0.88343,0.86101
36.8,0.64846,0.76137,0.85686,0.76719,0.85271,0.89671,0.86848
36.9,0.65012,0.74643,0.84274,0.78628,0.84274,0.89007,0.86101
37,0.65012,0.7539,0.82199,0.78379,0.82697,0.88509,0.85188
37.1,0.63434,0.75639,0.81866,0.78545,0.8087,0.89588,0.86184
37.2,0.63351,0.75141,0.83195,0.77715,0.81368,0.91166,0.86682
37.3,0.63351,0.74809,0.82448,0.77134,0.81617,0.9183,0.88011
37.4,0.63517,0.75639,0.8361,0.77466,0.82116,0.88758,0.84689
37.5,0.63517,0.75141,0.83112,0.78379,0.82282,0.88758,0.83444
37.6,0.64098,0.74477,0.83527,0.79957,0.81534,0.87845,0.83776
37.7,0.64347,0.74809,0.84191,0.82116,0.81866,0.88924,0.87014
37.8,0.64347,0.74809,0.83112,0.84191,0.80372,0.89173,0.84773
37.9,0.64513,0.7539,0.83942,0.84357,0.8087,0.89671,0.85188
38,0.65261,0.74975,0.84523,0.85188,0.81285,0.8992,0.86599
38.1,0.65261,0.74726,0.84606,0.85105,0.82614,0.87679,0.85852
38.2,0.65759,0.7373,0.83112,0.84606,0.83029,0.88426,0.85437
38.3,0.66257,0.73148,0.81119,0.83444,0.83112,0.8718,0.84689
38.4,0.66257,0.73065,0.81534,0.82531,0.81285,0.86433,0.84025
38.5,0.66091,0.73148,0.80787,0.81866,0.82365,0.85769,0.82946
38.6,0.65842,0.73398,0.7813,0.81368,0.83029,0.86433,0.80621
38.7,0.65842,0.7265,0.77798,0.81866,0.83278,0.86101,0.81119
38.8,0.66091,0.72484,0.77466,0.80123,0.84108,0.87097,0.79957
38.9,0.66174,0.73148,0.78794,0.80123,0.84108,0.87845,0.7921
39,0.6551,0.72899,0.80455,0.79957,0.85354,0.88592,0.81783
39.1,0.6551,0.73315,0.79791,0.81202,0.87762,0.87014,0.83112
39.2,0.65593,0.74228,0.78711,0.81368,0.90169,0.88592,0.85603
39.3,0.64846,0.73896,0.80372,0.8195,0.91332,0.89007,0.85437
39.4,0.64846,0.73148,0.80538,0.83112,0.89339,0.89505,0.86765
39.5,0.6443,0.72484,0.80538,0.83527,0.89671,0.86931,0.87097
39.6,0.63766,0.72318,0.79874,0.83029,0.90003,0.87014,0.8826
39.7,0.63766,0.72982,0.79293,0.83112,0.89837,0.86018,0.88094
39.8,0.6169,0.74062,0.78794,0.817,0.8992,0.83859,0.86433
39.9,0.6169,0.74311,0.78794,0.83278,0.88177,0.84108,0.86931
40,0.61358,0.73231,0.77881,0.82697,0.87263,0.84191,0.86433
40.1,0.61192,0.73398,0.77051,0.82116,0.86433,0.83942,0.86101
40.2,0.60528,0.72567,0.76304,0.82199,0.87679,0.8361,0.84606
40.3,0.60528,0.73315,0.76304,0.82448,0.86018,0.82697,0.84689
40.4,0.60196,0.73647,0.76968,0.82614,0.87762,0.84689,0.84357
40.5,0.60196,0.73647,0.74809,0.83942,0.85437,0.85354,0.84357
40.6,0.61607,0.73231,0.73813,0.83195,0.86516,0.85769,0.82946
40.7,0.61857,0.7265,0.73813,0.83195,0.85852,0.85105,0.82946
40.8,0.61857,0.72484,0.73398,0.83029,0.86931,0.85852,0.83859
40.9,0.61109,0.72567,0.73065,0.84191,0.88177,0.84357,0.86184
41,0.61275,0.73398,0.74145,0.8635,0.88011,0.84523,0.90335
41.1,0.61275,0.72899,0.74975,0.88011,0.8635,0.82697,0.91747
41.2,0.61857,0.7265,0.77466,0.89256,0.85271,0.81783,0.90086
41.3,0.61857,0.71737,0.77383,0.88592,0.83776,0.817,0.88509
41.4,0.62438,0.70741,0.773,0.88011,0.8444,0.8361,0.86267
41.5,0.6169,0.69993,0.77217,0.87928,0.83942,0.84191,0.84191
41.6,0.6169,0.68748,0.78213,0.85935,0.86267,0.83029,0.84689
41.7,0.61857,0.69163,0.78047,0.85852,0.86267,0.83361,0.83776
41.8,0.61857,0.6991,0.77964,0.86267,0.86184,0.85188,0.84191
41.9,0.62023,0.67586,0.78711,0.86516,0.84856,0.84523,0.86682
42,0.62023,0.67586,0.78877,0.85022,0.85769,0.85022,0.86516
42.1,0.63185,0.66589,0.79625,0.83361,0.83029,0.86682,0.85686
42.2,0.6194,0.66423,0.79376,0.83444,0.82697,0.8552,0.84025
42.3,0.6194,0.66921,0.79127,0.81866,0.82697,0.86101,0.83942
42.4,0.61109,0.67669,0.81368,0.80123,0.82946,0.86433,0.83029
42.5,0.61109,0.68167,0.81119,0.81368,0.82282,0.86599,0.84108
42.6,0.60611,0.69329,0.80289,0.78628,0.81783,0.87595,0.83361
42.7,0.60777,0.70575,0.79293,0.77964,0.85105,0.88343,0.83029
42.8,0.60777,0.68831,0.80538,0.77383,0.84274,0.89505,0.83361
42.9,0.60528,0.68499,0.79957,0.78877,0.84856,0.87014,0.83361
43,0.60528,0.69993,0.80372,0.76304,0.86101,0.85603,0.82863
43.1,0.60196,0.6908,0.79625,0.75805,0.86101,0.85271,0.83029
43.2,0.60196,0.69744,0.80123,0.75805,0.86848,0.87928,0.83527
43.3,0.60362,0.69246,0.78628,0.75307,0.86267,0.86848,0.82863
43.4,0.61275,0.70159,0.77964,0.76553,0.85271,0.86516,0.84939
43.5,0.61275,0.70575,0.77466,0.78296,0.84856,0.85271,0.85105
43.6,0.62438,0.71903,0.76719,0.79127,0.8552,0.86765,0.87263
43.7,0.61358,0.72318,0.75722,0.79542,0.8195,0.87346,0.86765
43.8,0.61358,0.72401,0.7647,0.773,0.82282,0.87263,0.85437
43.9,0.61275,0.71654,0.7456,0.7813,0.82946,0.87595,0.85852
44,0.62023,0.69412,0.76304,0.78462,0.83693,0.88841,0.86682
44.1,0.62023,0.68997,0.76304,0.8004,0.83361,0.88094,0.84939
44.2,0.63019,0.69744,0.77051,0.79874,0.84025,0.88841,0.85686
44.3,0.62687,0.69661,0.77715,0.79625,0.82946,0.89173,0.87512
44.4,0.62687,0.69412,0.7647,0.79625,0.82116,0.88177,0.88758
44.5,0.63268,0.6991,0.76553,0.79376,0.81285,0.89007,0.90751
44.6,0.61524,0.69412,0.74726,0.79874,0.82116,0.88343,0.90003
44.7,0.61524,0.70325,0.73564,0.7921,0.82282,0.90418,0.92411
44.8,0.61857,0.70824,0.7265,0.79044,0.82033,0.88343,0.93491
44.9,0.61857,0.69993,0.72484,0.79791,0.82365,0.88592,0.93823
45,0.6194,0.70159,0.7373,0.79459,0.81866,0.8635,0.93158
45.1,0.6194,0.69329,0.73231,0.79874,0.82614,0.85935,0.92079
45.2,0.6194,0.6908,0.7265,0.80704,0.8195,0.86018,0.9183
45.3,0.6194,0.70325,0.72069,0.80289,0.81534,0.87595,0.91249
45.4,0.6194,0.70325,0.70824,0.78462,0.82116,0.88426,0.90501
45.5,0.62106,0.70658,0.71073,0.77715,0.83195,0.87595,0.90917
45.6,0.62106,0.70492,0.70242,0.75224,0.8361,0.86931,0.90086
45.7,0.62189,0.69412,0.70907,0.75556,0.85188,0.87762,0.89505
45.8,0.62189,0.68997,0.70325,0.77217,0.84773,0.87429,0.88841
45.9,0.63434,0.68333,0.68997,0.77964,0.85437,0.87014,0.87263
46,0.63849,0.6825,0.68499,0.79376,0.85603,0.86267,0.87097
46.1,0.63849,0.68997,0.68499,0.7896,0.8444,0.86433,0.86018
46.2,0.64763,0.68001,0.67669,0.78379,0.83444,0.86101,0.8635
46.3,0.65178,0.68084,0.67752,0.80538,0.80206,0.84689,0.86599
46.4,0.65178,0.68582,0.69993,0.79542,0.83278,0.83693,0.85105
46.5,0.64846,0.68167,0.71986,0.7896,0.81036,0.85354,0.86101
46.6,0.64846,0.68167,0.72816,0.79542,0.83195,0.85935,0.86848
46.7,0.64015,0.68416,0.7265,0.78047,0.8278,0.86682,0.86765
46.8,0.64015,0.69827,0.73398,0.77217,0.84689,0.86599,0.87429
46.9,0.6443,0.70159,0.73065,0.77217,0.83527,0.85354,0.83776
47,0.64264,0.72484,0.73813,0.77632,0.81783,0.8552,0.84939
47.1,0.64264,0.7265,0.76968,0.75971,0.80455,0.8826,0.86018
47.2,0.63185,0.73065,0.77715,0.76221,0.78794,0.87512,0.85354
47.3,0.63185,0.72401,0.77217,0.77051,0.77798,0.87595,0.83195
47.4,0.62521,0.71986,0.77881,0.77051,0.79376,0.87346,0.82946
47.5,0.62023,0.7265,0.7813,0.76719,0.78213,0.87512,0.84689
47.6,0.62023,0.72401,0.77051,0.75473,0.76885,0.87679,0.87595
47.7,0.62438,0.7265,0.75556,0.76387,0.76885,0.85935,0.88675
47.8,0.62438,0.73481,0.73979,0.78711,0.773,0.85354,0.90003
47.9,0.61857,0.7456,0.7373,0.78794,0.78545,0.87346,0.89339
48,0.61857,0.75224,0.75473,0.79542,0.78628,0.87928,0.8909
48.1,0.6194,0.74975,0.75722,0.80538,0.79625,0.86267,0.89007
48.2,0.6194,0.7373,0.73398,0.80206,0.78379,0.85105,0.89671
48.3,0.60196,0.74311,0.72899,0.78462,0.75888,0.83859,0.90003
48.4,0.6003,0.74145,0.71654,0.77964,0.76221,0.8361,0.93241
48.5,0.6003,0.7373,0.7099,0.773,0.76221,0.85105,0.92577
48.6,0.59864,0.74228,0.72318,0.76968,0.77383,0.86848,0.92328
48.7,0.59864,0.74145,0.72484,0.77134,0.77715,0.84856,0.93989
48.8,0.61441,0.74809,0.71737,0.77383,0.77466,0.84025,0.9374
48.9,0.61607,0.74477,0.73398,0.77134,0.8004,0.83112,0.92079
49,0.61607,0.74477,0.73813,0.7813,0.77964,0.84274,0.92411
49.1,0.61275,0.75556,0.73813,0.78296,0.77466,0.82946,0.89505
49.2,0.61275,0.75639,0.73813,0.78628,0.78462,0.84025,0.90335
49.3,0.61524,0.76387,0.75556,0.7896,0.78213,0.82199,0.90668
49.4,0.61773,0.77715,0.74726,0.79957,0.79127,0.8278,0.90335
49.5,0.61773,0.78628,0.7373,0.78213,0.80538,0.83195,0.91913
49.6,0.61524,0.78794,0.73979,0.79542,0.79459,0.83112,0.88675
49.7,0.61524,0.79708,0.74394,0.79376,0.79459,0.83029,0.88675
49.8,0.62521,0.80206,0.73148,0.8004,0.8195,0.8195,0.8909
49.9,0.62521,0.80787,0.71405,0.81783,0.83361,0.81368,0.8718
50,0.62853,0.81036,0.70242,0.82614,0.80455,0.81534,0.86516
50.1,0.62853,0.81036,0.69163,0.83859,0.81534,0.83776,0.86931
50.2,0.63019,0.81119,0.68582,0.83527,0.80123,0.83527,0.87595
50.3,0.63019,0.82116,0.68582,0.82863,0.8004,0.8361,0.87928
50.4,0.62604,0.81783,0.67752,0.83112,0.79874,0.8361,0.84523
50.5,0.62604,0.8004,0.69495,0.82614,0.80289,0.8361,0.84773
50.6,0.61773,0.7896,0.70409,0.84523,0.78711,0.83942,0.85437
50.7,0.61773,0.79127,0.70907,0.83942,0.77881,0.83444,0.84773
50.8,0.60611,0.78462,0.71571,0.83029,0.80206,0.83693,0.86682
50.9,0.60611,0.77051,0.70575,0.82697,0.8195,0.84856,0.8635
51,0.61441,0.78213,0.72567,0.82614,0.817,0.85769,0.84606
51.1,0.62023,0.79459,0.72235,0.8195,0.81285,0.86101,0.8826
51.2,0.62023,0.79957,0.71737,0.81368,0.81036,0.85271,0.89173
51.3,0.62272,0.80123,0.72069,0.82116,0.81368,0.86682,0.89422
51.4,0.62272,0.8004,0.72484,0.83278,0.81368,0.88592,0.90418
51.5,0.62853,0.80704,0.73065,0.82116,0.82199,0.88592,0.88841
51.6,0.62853,0.80289,0.73398,0.80455,0.83444,0.85769,0.88509
51.7,0.63019,0.80372,0.73231,0.81617,0.82199,0.83112,0.90418
51.8,0.63019,0.79127,0.73065,0.82282,0.82282,0.85603,0.88841
51.9,0.62936,0.78047,0.75141,0.80787,0.82531,0.85271,0.90003
52,0.636,0.77798,0.75141,0.8004,0.83112,0.85022,0.8909
52.1,0.636,0.77549,0.76387,0.80206,0.85603,0.83776,0.88094
52.2,0.63102,0.77881,0.76553,0.79708,0.83029,0.82199,0.87762
52.3,0.63102,0.77217,0.78047,0.80206,0.80206,0.83029,0.88509
52.4,0.63102,0.75722,0.7647,0.80621,0.82282,0.817,0.86931
52.5,0.6277,0.75224,0.74726,0.80289,0.82365,0.83693,0.86682
52.6,0.6277,0.7456,0.75639,0.80704,0.81202,0.83112,0.86765
52.7,0.64098,0.73896,0.76304,0.8004,0.82116,0.81783,0.87512
52.8,0.64015,0.72733,0.74228,0.79127,0.82946,0.81866,0.85188
52.9,0.64015,0.73065,0.75639,0.80289,0.82199,0.82033,0.85105
53,0.63185,0.73315,0.75141,0.80704,0.83361,0.79874,0.85188
53.1,0.63185,0.7265,0.75888,0.81617,0.83112,0.81119,0.83776
53.2,0.63102,0.72318,0.76387,0.8278,0.83195,0.80372,0.84773
53.3,0.63102,0.7373,0.76802,0.8278,0.83444,0.80206,0.8552
53.4,0.62936,0.72899,0.77964,0.83278,0.82199,0.81036,0.85437
53.5,0.63849,0.72318,0.77715,0.83859,0.79625,0.81534,0.8635
53.6,0.63849,0.72484,0.773,0.84025,0.80787,0.80953,0.85271
53.7,0.636,0.71239,0.77632,0.83776,0.81285,0.82033,0.84108
53.8,0.636,0.71073,0.76802,0.83693,0.80621,0.84523,0.8552
53.9,0.63268,0.70242,0.76054,0.82697,0.80372,0.84274,0.85686
54,0.62189,0.69163,0.74892,0.83361,0.80538,0.83776,0.8635
54.1,0.62189,0.68914,0.7456,0.82946,0.80372,0.83361,0.85686
54.2,0.62189,0.69412,0.7373,0.8361,0.78462,0.85935,0.87014
54.3,0.62189,0.69744,0.73481,0.82863,0.77383,0.86433,0.85852
54.4,0.63019,0.6991,0.71654,0.81866,0.76802,0.85603,0.8718
54.5,0.63766,0.69495,0.71986,0.82116,0.77466,0.83195,0.87679
54.6,0.63766,0.68914,0.72733,0.817,0.78877,0.82946,0.86682
54.7,0.65178,0.69163,0.73065,0.81783,0.77798,0.82697,0.85437
54.8,0.66091,0.69744,0.74726,0.82365,0.78711,0.83527,0.86018
54.9,0.66091,0.71239,0.75888,0.83361,0.7896,0.83527,0.86599
55,0.65842,0.71405,0.75971,0.83942,0.80372,0.84274,0.85105
55.1,0.65261,0.72899,0.76304,0.8361,0.78711,0.84689,0.84939
55.2,0.65261,0.73481,0.75722,0.83693,0.78794,0.85603,0.84939
55.3,0.65925,0.74228,0.76387,0.84274,0.77798,0.84939,0.8444
55.4,0.65925,0.73315,0.7456,0.8361,0.78379,0.84191,0.83527
55.5,0.65344,0.74228,0.72982,0.83776,0.80704,0.84025,0.83859
55.6,0.66174,0.74062,0.72899,0.8278,0.82116,0.84357,0.84523
55.7,0.66174,0.74145,0.73231,0.82033,0.81368,0.83693,0.86018
55.8,0.66506,0.73896,0.72899,0.82365,0.81866,0.83361,0.8718
55.9,0.65593,0.74145,0.73813,0.80787,0.82116,0.84191,0.8635
56,0.65593,0.73647,0.74145,0.80538,0.82946,0.84689,0.87097
56.1,0.66506,0.73398,0.74892,0.80704,0.83527,0.84191,0.84773
56.2,0.66506,0.74477,0.76221,0.81285,0.82365,0.84191,0.84523
56.3,0.66838,0.7456,0.76387,0.80372,0.82116,0.83278,0.82697
56.4,0.67004,0.74477,0.76221,0.80953,0.81285,0.8361,0.8361
56.5,0.67253,0.73813,0.76885,0.81783,0.83278,0.82946,0.82448
56.6,0.67253,0.72982,0.75556,0.80372,0.84939,0.83776,0.82282
56.7,0.67004,0.71654,0.73647,0.79293,0.82531,0.8444,0.8361
56.8,0.67004,0.70409,0.74726,0.77798,0.8004,0.85188,0.85603
56.9,0.66589,0.7099,0.74892,0.76719,0.83112,0.86433,0.85354
57,0.66755,0.70658,0.76636,0.77466,0.81617,0.85022,0.85769
57.1,0.66755,0.69827,0.76387,0.75058,0.81036,0.85603,0.86101
57.2,0.66589,0.69412,0.75805,0.75971,0.83029,0.8444,0.86765
57.3,0.67087,0.70159,0.78296,0.76553,0.8444,0.85686,0.83195
57.4,0.67087,0.71073,0.773,0.76304,0.84523,0.84773,0.83029
57.5,0.66008,0.72152,0.75556,0.76719,0.84689,0.83859,0.82531
57.6,0.66008,0.71405,0.7647,0.773,0.8552,0.83361,0.84523
57.7,0.65676,0.71156,0.76885,0.77051,0.84773,0.85105,0.86018
57.8,0.66755,0.69412,0.73979,0.78379,0.84523,0.84856,0.85935
57.9,0.66755,0.68914,0.75805,0.78462,0.8635,0.84773,0.88924
58,0.66672,0.69329,0.75058,0.78213,0.86018,0.84939,0.8909
58.1,0.66672,0.69329,0.74394,0.74394,0.86765,0.84606,0.90335
58.2,0.66838,0.68499,0.74311,0.73481,0.86433,0.86599,0.90335
58.3,0.66838,0.69163,0.71986,0.73398,0.86184,0.89588,0.89837
58.4,0.66423,0.6825,0.72401,0.75639,0.87429,0.89837,0.8909
58.5,0.66091,0.68416,0.73148,0.75141,0.84523,0.88841,0.89339
58.6,0.66091,0.68499,0.73065,0.74975,0.83693,0.8826,0.87429
58.7,0.66672,0.69246,0.73564,0.74394,0.84025,0.87429,0.87346
58.8,0.66755,0.70076,0.73564,0.7373,0.8195,0.86682,0.87429
58.9,0.66755,0.69827,0.74228,0.73896,0.8444,0.86101,0.86931
59,0.67004,0.69246,0.7373,0.76137,0.8361,0.85271,0.86765
59.1,0.67004,0.69661,0.74311,0.74892,0.83112,0.86765,0.86682
59.2,0.65925,0.69661,0.74311,0.75888,0.83527,0.85271,0.86433
59.3,0.65593,0.69827,0.73896,0.77881,0.85188,0.84108,0.84191
59.4,0.65593,0.70242,0.75805,0.78296,0.85188,0.80953,0.84191
59.5,0.66091,0.69495,0.76137,0.78213,0.83195,0.81866,0.83693
59.6,0.65095,0.68748,0.76968,0.76304,0.81617,0.82282,0.83029
59.7,0.65095,0.69827,0.75805,0.76221,0.8195,0.82199,0.85022
59.8,0.65344,0.69329,0.75058,0.7456,0.80953,0.81617,0.85852
59.9,0.65344,0.70076,0.75639,0.75473,0.82863,0.83112,0.87512
60,0.65344,0.71073,0.75971,0.75307,0.81534,0.83776,0.89007
