0, 5.000000, 10.000000, 15.000000, 20.000000, 25.000000, 30.000000, 35.000000, 40.000000, 45.000000, 50.000000, 55.000000, 60.000000, 65.000000, 70.000000, 75.000000, 80.000000, 85.000000, 90.000000, 95.000000, 100.000000, 105.000000, 110.000000, 115.000000, 120.000000, 125.000000, 130.000000, 135.000000, 140.000000, 145.000000, 150.000000, 155.000000, 160.000000, 165.000000, 170.000000, 175.000000, 180.000000, 185.000000, 190.000000, 195.000000, 200.000000, 205.000000, 210.000000, 215.000000, 220.000000, 225.000000, 230.000000, 235.000000, 240.000000, 245.000000, 250.000000, 255.000000, 260.000000, 265.000000, 270.000000, 275.000000, 280.000000, 285.000000, 290.000000, 295.000000, 300.000000
3.000000, 0.472629, 2.312092, 4.452455, 6.112101, 7.773348, 7.710892, 7.183405, 6.202654, 6.899897, 6.760700, 6.737734, 7.659517, 8.453899, 8.045136, 7.765441, 8.580481, 6.597236, 6.934881, 7.064425, 8.859074, 8.805824, 7.787050, 9.024104, 8.477443, 9.110572, 9.605641, 9.079652, 9.765154, 9.785821, 9.525039, 8.525203, 8.737392, 7.629662, 7.278216, 8.932216, 8.251145, 8.543652, 8.379721, 8.246188, 8.398703, 7.780258, 8.236086, 8.176381, 8.910077, 7.195904, 7.304319, 8.500762, 8.887283, 9.353207, 8.480330, 7.991799, 7.402908, 8.331054, 7.715846, 7.608252, 7.259232, 7.347519, 8.413036, 6.960800, 7.760288
3.000000, 0.029310, 1.207082, 2.825477, 4.819751, 6.050800, 6.734507, 7.206692, 8.126715, 8.754815, 8.262202, 6.749348, 8.394034, 9.681493, 8.445369, 8.691753, 7.955366, 7.525106, 8.598981, 7.580653, 9.588912, 6.991222, 7.525322, 7.728254, 7.261048, 6.909110, 8.000180, 8.435663, 7.809716, 6.608041, 6.706746, 7.913030, 7.414503, 8.003134, 8.646881, 9.427522, 9.042202, 7.946665, 7.966337, 8.918921, 7.342247, 7.913025, 8.717378, 9.386466, 8.530650, 8.847593, 7.898306, 9.144436, 7.715877, 7.831240, 7.696056, 7.483185, 7.474685, 7.955322, 8.545559, 8.970017, 8.695238, 8.623977, 9.022766, 8.094818, 9.281778
3.000000, 0.270378, 2.478008, 4.994810, 6.759035, 8.499078, 8.776273, 7.538426, 7.015660, 6.661599, 7.609283, 8.219754, 6.503306, 8.345928, 9.017030, 8.209693, 7.329508, 7.896480, 9.200218, 9.622928, 9.315129, 9.405070, 10.279602, 9.706404, 9.013498, 9.606118, 9.374115, 10.612390, 8.954426, 7.717851, 9.269947, 9.603558, 8.642382, 8.645160, 9.415115, 8.770743, 8.518268, 8.215332, 7.960796, 8.630082, 9.593692, 8.442023, 7.836942, 9.064284, 9.539078, 8.352825, 9.280505, 9.367079, 8.745505, 8.359636, 8.721512, 8.817319, 7.818572, 9.002864, 6.866122, 6.872975, 8.866717, 7.506387, 7.960451, 8.431282, 8.183760
3.000000, 0.089853, 1.134955, 4.116544, 6.622467, 8.705488, 8.165786, 8.380902, 8.273039, 8.699342, 8.538323, 8.355253, 9.214320, 8.815765, 7.176368, 7.786465, 6.798512, 6.934650, 7.393645, 6.618120, 7.023473, 6.822786, 7.737784, 8.400168, 8.592563, 8.823602, 9.177541, 10.162111, 8.614479, 8.890760, 10.381283, 9.350690, 9.486599, 9.555527, 10.510298, 9.154873, 9.603137, 9.837319, 9.504032, 10.018917, 8.916022, 11.554596, 9.272235, 9.659468, 9.706675, 9.051486, 9.575397, 9.198355, 9.103914, 10.303306, 10.081424, 9.811895, 8.785162, 7.872881, 8.617533, 9.195673, 8.389707, 8.237371, 8.662396, 9.233513, 7.996286
3.000000, 0.074889, 1.117917, 3.319183, 5.892464, 6.872394, 7.222770, 9.421312, 8.855159, 7.487507, 6.943943, 7.940229, 6.250549, 5.894514, 6.841507, 6.521326, 7.550867, 7.016168, 8.158442, 8.848528, 8.502563, 8.689092, 8.810070, 8.388878, 10.099123, 10.113434, 10.951854, 9.287307, 8.774205, 8.745740, 9.225900, 8.416404, 7.942744, 8.866993, 7.552887, 7.132672, 7.088490, 6.724308, 7.745031, 8.747727, 7.870535, 7.884272, 9.149837, 9.164491, 9.019048, 9.202948, 9.190077, 8.859747, 8.689030, 9.355538, 9.868762, 8.649051, 8.947539, 8.698480, 9.163301, 8.675623, 10.015989, 9.429550, 8.146451, 9.474848, 9.708208
5.000000, 0.562709, 4.453282, 10.617001, 13.780079, 14.646063, 14.082001, 13.732013, 13.595882, 14.091918, 14.563834, 14.005388, 13.206817, 13.888066, 14.693925, 15.011996, 14.701057, 15.120821, 16.333668, 13.720427, 13.973351, 14.027770, 14.494323, 14.113959, 12.648525, 12.916991, 13.287864, 13.903787, 13.072070, 11.868801, 13.285610, 14.933518, 14.138638, 13.661643, 13.464317, 13.752590, 14.355860, 13.185841, 13.801515, 14.482999, 15.165403, 13.943987, 14.794298, 16.566544, 15.059725, 15.978891, 16.256521, 15.029996, 13.133880, 13.498546, 14.171721, 14.773742, 15.636649, 14.706141, 14.402562, 13.913593, 13.956282, 12.816480, 13.002851, 12.756793, 12.808953
5.000000, 0.449326, 4.485730, 9.528613, 13.193255, 14.476191, 15.189537, 15.548679, 14.534944, 13.117359, 14.273956, 14.500092, 14.103792, 12.510503, 13.629090, 15.323502, 15.666994, 14.640575, 15.239443, 15.026868, 14.800736, 15.468566, 15.101784, 13.154788, 14.113666, 13.488743, 13.601564, 13.203705, 12.496004, 12.761272, 13.237612, 13.897312, 13.895088, 12.360394, 12.187110, 11.902887, 11.935939, 12.279079, 12.278284, 13.145360, 13.130959, 12.847412, 13.029758, 12.615105, 12.510410, 13.484192, 13.334711, 13.008797, 13.518699, 12.010732, 13.435734, 15.426879, 15.643683, 14.498423, 13.975695, 13.105391, 15.044720, 15.532861, 15.081131, 15.582414, 16.147464
5.000000, 0.485602, 3.887636, 9.611579, 13.629641, 14.975712, 13.995209, 15.424609, 15.916226, 15.777342, 14.306288, 15.368503, 15.088626, 15.469682, 15.260788, 14.349155, 12.886226, 13.832801, 13.500583, 13.404804, 13.521886, 12.103161, 11.940849, 13.010322, 14.676366, 14.147887, 15.757915, 15.666956, 15.413168, 14.512889, 14.797784, 14.559246, 13.231617, 14.020077, 14.268276, 13.389137, 12.882976, 13.102270, 13.645511, 14.439381, 12.229942, 12.613730, 11.250041, 11.736757, 12.295142, 11.449955, 12.382650, 11.715776, 11.330254, 12.646807, 12.365424, 14.795405, 14.356872, 13.904651, 12.330279, 13.885800, 15.244238, 14.915767, 13.849707, 14.851230, 13.487970
5.000000, 0.304810, 2.965542, 8.308902, 12.516518, 13.007204, 12.982062, 12.233861, 12.441936, 12.521049, 13.401109, 13.083813, 12.284222, 14.142010, 14.887866, 15.293839, 16.196964, 15.583704, 15.422267, 14.842449, 14.075066, 13.465134, 13.662923, 13.511486, 13.026431, 12.076026, 12.415617, 13.593764, 13.641412, 14.447380, 14.348268, 15.063884, 15.409318, 16.754624, 16.225023, 15.627893, 16.040360, 16.109291, 14.819638, 15.969533, 15.427926, 14.917969, 15.036254, 13.526085, 13.987413, 14.533015, 13.260771, 13.426008, 14.545904, 13.792360, 13.880781, 15.158541, 14.540057, 14.280878, 14.634442, 12.618726, 12.518719, 12.968375, 13.514427, 13.037989, 13.943520
