cap,bottom,center,top
0.100000,0.000000,2.701909,5.403818
0.100000,0.000000,1.100778,2.201556
0.100000,0.000000,4.002828,8.005657
0.100000,0.000000,3.902758,7.805515
0.100000,0.000000,3.002121,6.004243
0.100000,11.007778,27.719587,44.431395
0.100000,0.000000,3.002121,6.004243
0.100000,8.405940,7.405233,6.404525
0.100000,0.000000,3.802687,7.605374
0.100000,0.000000,3.502475,7.004950
0.100000,0.000000,3.502475,7.004950
0.100000,4.803394,14.510253,24.217112
0.100000,9.606788,7.105020,4.603253
0.100000,7.405233,6.604667,5.804101
0.100000,0.000000,3.002121,6.004243
0.100000,9.206505,8.405940,7.605374
0.100000,8.205798,7.105020,6.004243
0.100000,2.801980,5.403818,8.005657
0.100000,0.000000,4.202970,8.405940
0.100000,0.000000,3.102192,6.204384
0.100000,0.000000,1.701202,3.402404
0.100000,9.806930,8.405940,7.004950
0.100000,8.005657,7.605374,7.205091
0.100000,0.000000,3.902758,7.805515
0.100000,0.000000,3.502475,7.004950
0.100000,0.000000,3.402404,6.804808
0.100000,0.000000,3.402404,6.804808
0.100000,0.000000,3.202263,6.404525
0.100000,9.606788,7.405233,5.203677
0.100000,0.000000,3.302333,6.604667
0.100000,4.803394,-1.901343,-8.606081
0.100000,9.606788,7.905586,6.204384
0.100000,0.000000,2.501768,5.003536
0.100000,0.000000,3.102192,6.204384
0.100000,11.207920,8.706152,6.204384
0.100000,7.605374,7.105020,6.604667
0.100000,3.002121,4.403111,5.804101
0.100000,4.202970,6.004243,7.805515
0.100000,6.004243,13.409475,20.814708
0.100000,9.606788,-1.901343,-13.409475
0.100000,8.606081,7.305162,6.004243
0.100000,8.806222,8.305869,7.805515
0.100000,9.806930,8.305869,6.804808
0.100000,7.605374,6.604667,5.603960
0.100000,0.000000,3.302333,6.604667
0.100000,10.607495,7.505303,4.403111
0.100000,8.405940,3.602546,-1.200849
0.100000,9.006364,6.904879,4.803394
0.100000,3.602546,4.503182,5.403818
0.100000,10.007071,8.105728,6.204384
0.100000,10.207212,7.405233,4.603253
0.100000,0.000000,3.002121,6.004243
0.100000,4.002828,8.205798,12.408768
0.100000,6.604667,7.405233,8.205798
0.100000,10.807637,8.305869,5.804101
0.100000,5.804101,3.902758,2.001414
0.100000,5.603960,4.403111,3.202263
0.100000,6.204384,4.002828,1.801273
0.100000,7.004950,5.103606,3.202263
0.100000,13.409475,7.505303,1.601131
0.100000,0.000000,-0.200141,-0.400283
0.100000,11.007778,1.100778,-8.806222
0.100000,7.205091,3.902758,0.600424
0.100000,8.005657,-4.303041,-16.611738
0.100000,0.400283,3.402404,6.404525
0.100000,8.806222,7.205091,5.603960
0.100000,10.807637,8.405940,6.004243
0.100000,7.004950,6.204384,5.403818
0.100000,10.807637,-1.000707,-12.809051
0.100000,7.004950,2.201556,-2.601838
0.100000,10.007071,-73.351831,-156.710732
0.100000,9.606788,5.804101,2.001414
0.100000,0.800566,1.400990,2.001414
