cap,bottom,center,top
0.500000,10.253134,6.211033,2.168932
0.500000,0.000000,3.056223,6.112445
0.500000,11.041836,8.577141,6.112445
0.500000,9.267255,5.915269,2.563283
0.500000,0.000000,3.943513,7.887026
0.500000,0.000000,2.464696,4.929391
0.500000,0.000000,2.267520,4.535040
0.500000,2.760459,3.154810,3.549162
0.500000,4.535040,5.816682,7.098323
0.500000,8.281377,6.703972,5.126567
0.500000,15.182525,10.253134,5.323742
0.500000,0.000000,2.661871,5.323742
0.500000,0.394351,3.253398,6.112445
0.500000,0.000000,2.464696,4.929391
0.500000,8.281377,5.126567,1.971756
0.500000,3.943513,5.520918,7.098323
0.500000,5.126567,6.901148,8.675728
0.500000,0.000000,2.760459,5.520918
0.500000,0.000000,3.154810,6.309621
0.500000,9.464431,12.323478,15.182525
0.500000,7.295499,6.112445,4.929391
0.500000,10.055958,7.788438,5.520918
0.500000,2.760459,5.225155,7.689850
0.500000,0.394351,3.450574,6.506796
0.500000,2.366108,2.661871,2.957635
0.500000,5.323742,10.746073,16.168403
0.500000,0.000000,2.661871,5.323742
0.500000,5.915269,6.112445,6.309621
0.500000,0.000000,3.253398,6.506796
0.500000,0.000000,3.647749,7.295499
0.500000,13.999471,21.492146,28.984820
0.500000,0.000000,3.056223,6.112445
0.500000,0.000000,1.971756,3.943513
0.500000,10.450309,17.548633,24.646956
0.500000,0.000000,1.873169,3.746337
0.500000,14.788174,14.788174,14.788174
0.500000,0.000000,1.675993,3.351986
0.500000,0.000000,2.661871,5.323742
0.500000,6.703972,12.520654,18.337335
0.500000,21.294970,13.407944,5.520918
0.500000,0.000000,1.873169,3.746337
0.500000,16.168403,9.858782,3.549162
0.500000,11.436188,8.478553,5.520918
0.500000,8.872904,6.802560,4.732216
0.500000,0.000000,3.351986,6.703972
0.500000,0.000000,2.760459,5.520918
0.500000,0.000000,1.675993,3.351986
0.500000,0.000000,2.661871,5.323742
0.500000,10.647485,13.900883,17.154281
0.500000,0.000000,2.267520,4.535040
0.500000,0.000000,2.366108,4.732216
0.500000,5.718094,5.027979,4.337864
0.500000,0.000000,2.957635,5.915269
0.500000,0.000000,2.859047,5.718094
0.500000,7.098323,6.112445,5.126567
0.500000,2.563283,4.535040,6.506796
0.500000,7.295499,7.098323,6.901148
0.500000,16.759930,12.717829,8.675728
0.500000,15.576876,8.774316,1.971756
0.500000,1.577405,4.042101,6.506796
0.500000,7.492675,10.943248,14.393822
0.500000,0.000000,2.859047,5.718094
0.500000,0.000000,2.661871,5.323742
0.500000,8.281377,7.394087,6.506796
0.500000,20.111916,14.886761,9.661607
0.500000,12.619241,8.084202,3.549162
0.500000,0.000000,2.464696,4.929391
0.500000,13.407944,13.210768,13.013593
0.500000,0.000000,3.056223,6.112445
0.500000,6.703972,6.309621,5.915269
0.500000,0.000000,2.563283,5.126567
0.500000,0.000000,2.957635,5.915269
0.500000,14.788174,8.675728,2.563283
0.500000,7.295499,6.112445,4.929391
0.500000,6.703972,11.140424,15.576876
0.500000,8.478553,6.408209,4.337864
