cap,bottom,center,top
0.500000,0.000000,2.252871,4.505742
0.500000,0.000000,3.003828,6.007655
0.500000,8.510845,6.758612,5.006380
0.500000,8.510845,4.255423,0.000000
0.500000,5.507017,3.754785,2.002552
0.500000,17.522328,13.016587,8.510845
0.500000,0.000000,3.504466,7.008931
0.500000,3.504466,6.007655,8.510845
0.500000,0.000000,1.752233,3.504466
0.500000,2.503190,4.505742,6.508293
0.500000,5.006380,4.756061,4.505742
0.500000,5.507017,3.504466,1.501914
0.500000,5.006380,4.505742,4.005104
0.500000,5.006380,3.754785,2.503190
0.500000,0.000000,2.503190,5.006380
0.500000,0.000000,2.252871,4.505742
0.500000,-1.001276,3.254147,7.509569
0.500000,14.518501,9.762440,5.006380
0.500000,10.012759,9.512121,9.011483
0.500000,0.000000,2.503190,5.006380
0.500000,15.019139,9.762440,4.505742
0.500000,2.503190,1.251595,0.000000
0.500000,0.000000,1.251595,2.503190
0.500000,7.008931,3.504466,0.000000
0.500000,14.518501,7.259250,0.000000
0.500000,0.000000,3.254147,6.508293
0.500000,16.521052,10.763716,5.006380
0.500000,14.017863,13.266906,12.515949
0.500000,14.017863,7.008931,0.000000
0.500000,0.000000,0.000000,0.000000
0.500000,17.021690,13.266906,9.512121
0.500000,4.505742,5.507017,6.508293
0.500000,0.000000,3.504466,7.008931
0.500000,-2.002552,1.001276,4.005104
0.500000,12.015311,10.012759,8.010207
0.500000,12.015311,9.261802,6.508293
0.500000,3.003828,3.754785,4.505742
0.500000,2.002552,3.754785,5.507017
0.500000,12.015311,9.261802,6.508293
0.500000,2.503190,4.756061,7.008931
0.500000,0.000000,3.504466,7.008931
0.500000,3.003828,5.006380,7.008931
0.500000,2.503190,5.757336,9.011483
0.500000,1.001276,0.500638,0.000000
0.500000,4.005104,4.255423,4.505742
0.500000,18.523604,9.261802,0.000000
0.500000,9.512121,8.510845,7.509569
0.500000,0.000000,2.002552,4.005104
0.500000,13.016587,7.509569,2.002552
0.500000,0.000000,4.756061,9.512121
0.500000,-1.501914,-0.750957,0.000000
0.500000,0.000000,3.504466,7.008931
0.500000,0.000000,4.005104,8.010207
0.500000,0.000000,3.254147,6.508293
0.500000,11.514673,7.509569,3.504466
0.500000,9.011483,8.010207,7.008931
