cap,bottom,center,top
0.500000,0.000000,2.221740,4.443481
0.500000,8.886961,7.271150,5.655339
0.500000,0.000000,3.029646,6.059292
0.500000,0.000000,2.120752,4.241504
0.500000,9.088938,7.069174,5.049410
0.500000,4.241504,13.532418,22.823332
0.500000,6.867197,5.857315,4.847433
0.500000,0.000000,2.423717,4.847433
0.500000,1.615811,3.231622,4.847433
0.500000,22.015427,13.835383,5.655339
0.500000,10.502772,6.665221,2.827669
0.500000,5.655339,9.290914,12.926489
0.500000,11.310678,7.574115,3.837551
0.500000,0.000000,-0.605929,-1.211858
0.500000,0.000000,3.130634,6.261268
0.500000,0.000000,2.322729,4.645457
0.500000,0.000000,3.736563,7.473127
0.500000,13.936371,10.300796,6.665221
0.500000,0.000000,2.423717,4.847433
0.500000,0.000000,0.302965,0.605929
0.500000,5.251386,6.564233,7.877079
0.500000,8.886961,8.281032,7.675103
0.500000,0.000000,2.423717,4.847433
0.500000,1.817788,3.332610,4.847433
0.500000,0.000000,3.130634,6.261268
0.500000,0.000000,2.524705,5.049410
0.500000,14.946253,13.633406,12.320560
0.500000,0.000000,3.534587,7.069174
0.500000,3.231622,4.544469,5.857315
0.500000,2.019764,4.645457,7.271150
0.500000,5.655339,15.047241,24.439143
0.500000,0.000000,1.817788,3.635575
0.500000,0.000000,3.635575,7.271150
0.500000,2.221740,4.544469,6.867197
0.500000,6.463245,12.421548,18.379852
0.500000,0.000000,2.322729,4.645457
0.500000,6.059292,14.239336,22.419380
0.500000,4.443481,7.473127,10.502772
0.500000,11.310678,9.189926,7.069174
0.500000,9.088938,8.684985,8.281032
0.500000,7.271150,6.867197,6.463245
0.500000,4.443481,10.199808,15.956135
0.500000,0.000000,3.231622,6.463245
0.500000,9.492890,6.766209,4.039528
0.500000,2.019764,3.332610,4.645457
0.500000,0.000000,2.120752,4.241504
0.500000,7.069174,17.975899,28.882624
0.500000,0.000000,-0.807906,-1.615811
0.500000,0.000000,2.423717,4.847433
0.500000,2.625693,3.635575,4.645457
0.500000,0.000000,2.827669,5.655339
0.500000,8.281032,21.914439,35.547845
0.500000,5.049410,6.160280,7.271150
0.500000,0.000000,3.534587,7.069174
0.500000,12.118584,15.148229,18.177875
0.500000,0.000000,3.837551,7.675103
0.500000,3.635575,4.342492,5.049410
0.500000,8.079056,6.766209,5.453363
0.500000,6.463245,6.665221,6.867197
0.500000,10.300796,11.613643,12.926489
0.500000,8.483008,12.623525,16.764041
0.500000,3.635575,3.837551,4.039528
0.500000,0.000000,3.231622,6.463245
0.500000,9.290914,7.372138,5.453363
0.500000,5.857315,11.007713,16.158111
0.500000,1.211858,6.261268,11.310678
0.500000,13.734395,22.217403,30.700412
0.500000,11.512654,10.603761,9.694867
0.500000,9.290914,21.207521,33.124128
0.500000,0.000000,1.918776,3.837551
0.500000,4.241504,3.837551,3.433599
0.500000,4.847433,12.320560,19.793686
0.500000,9.896843,7.776091,5.655339
0.500000,1.009882,2.120752,3.231622
0.500000,0.000000,0.908894,1.817788
0.500000,10.704749,14.946253,19.187757
0.500000,4.645457,4.645457,4.645457
0.500000,3.433599,3.029646,2.625693
0.500000,12.522536,7.776091,3.029646
0.500000,0.000000,1.817788,3.635575
0.500000,2.827669,4.140516,5.453363
0.500000,0.000000,2.423717,4.847433
0.500000,4.443481,4.746445,5.049410
0.500000,3.231622,4.443481,5.655339
0.500000,8.684985,10.401784,12.118584
0.500000,9.896843,6.261268,2.625693
0.500000,6.867197,9.896843,12.926489
0.500000,6.665221,9.088938,11.512654
0.500000,3.433599,4.342492,5.251386
0.500000,2.827669,2.019764,1.211858
0.500000,8.886961,6.665221,4.443481
0.500000,0.605929,3.231622,5.857315
0.500000,1.615811,3.130634,4.645457
0.500000,3.635575,5.251386,6.867197
0.500000,5.453363,5.958304,6.463245
0.500000,6.665221,5.352374,4.039528
0.500000,12.522536,9.088938,5.655339
0.500000,2.221740,4.140516,6.059292
0.500000,0.000000,2.827669,5.655339
0.500000,9.492890,6.867197,4.241504
0.500000,2.221740,4.241504,6.261268
0.500000,0.000000,2.726681,5.453363
0.500000,0.605929,1.211858,1.817788
0.500000,0.000000,2.726681,5.453363
0.500000,18.581828,15.249218,11.916607
0.500000,5.049410,8.886961,12.724513
0.500000,7.877079,6.059292,4.241504
0.500000,7.675103,10.502772,13.330442
0.500000,12.118584,11.613643,11.108702
0.500000,0.807906,2.928658,5.049410
0.500000,0.605929,1.918776,3.231622
0.500000,0.000000,1.615811,3.231622
0.500000,7.069174,5.958304,4.847433
