cap,bottom,center,top
0.000000,3.596171,4.495214,5.394257
0.000000,5.394257,4.695001,3.995746
0.000000,3.995746,20.977666,37.959586
0.000000,5.793832,5.793832,5.793832
0.000000,8.391066,6.992555,5.594044
0.000000,3.795959,4.994682,6.193406
0.000000,2.197660,4.695001,7.192343
0.000000,10.189152,8.091385,5.993619
0.000000,5.194470,5.993619,6.792768
0.000000,4.395321,4.195533,3.995746
0.000000,6.393193,6.792768,7.192343
0.000000,6.193406,6.692874,7.192343
0.000000,5.394257,6.293300,7.192343
0.000000,5.993619,6.892662,7.791705
0.000000,8.391066,6.493087,4.595108
0.000000,0.998936,3.396384,5.793832
0.000000,8.391066,7.791705,7.192343
0.000000,5.394257,4.994682,4.595108
0.000000,5.594044,6.293300,6.992555
0.000000,6.393193,5.693938,4.994682
0.000000,5.594044,6.592981,7.591917
0.000000,6.992555,5.793832,4.595108
0.000000,4.794895,5.394257,5.993619
0.000000,5.194470,6.493087,7.791705
0.000000,5.194470,5.394257,5.594044
0.000000,0.399575,4.295427,8.191279
0.000000,2.797022,5.594044,8.391066
0.000000,1.798086,3.496278,5.194470
0.000000,7.392130,5.793832,4.195533
0.000000,6.393193,6.592981,6.792768
0.000000,7.192343,5.993619,4.794895
0.000000,3.596171,4.495214,5.394257
0.000000,5.993619,5.793832,5.594044
0.000000,4.595108,-2.996809,-10.588727
0.000000,4.395321,4.595108,4.794895
0.000000,3.596171,5.094576,6.592981
0.000000,2.996809,4.195533,5.394257
0.000000,0.998936,3.296490,5.594044
0.000000,8.191279,8.091385,7.991492
0.000000,9.789577,7.591917,5.394257
0.000000,8.790641,5.993619,3.196597
0.000000,9.190216,7.891598,6.592981
0.000000,5.194470,-1.698192,-8.590854
0.000000,6.393193,5.993619,5.594044
0.000000,5.793832,5.194470,4.595108
0.000000,1.997873,3.895852,5.793832
0.000000,2.797022,3.895852,4.994682
0.000000,4.595108,5.294363,5.993619
0.000000,9.390003,7.591917,5.793832
0.000000,4.794895,6.093513,7.392130
0.000000,6.193406,5.494151,4.794895
0.000000,5.194470,4.794895,4.395321
0.000000,2.996809,1.498405,0.000000
0.000000,5.993619,6.293300,6.592981
0.000000,6.193406,6.193406,6.193406
0.000000,7.991492,6.892662,5.793832
0.000000,8.191279,6.592981,4.994682
0.000000,9.390003,7.092449,4.794895
0.000000,8.590854,7.891598,7.192343
0.000000,5.194470,5.194470,5.194470
0.000000,6.393193,6.792768,7.192343
0.000000,1.798086,2.797022,3.795959
0.000000,2.996809,4.595108,6.193406
0.000000,4.595108,12.087131,19.579155
0.000000,3.196597,5.294363,7.392130
0.000000,3.396384,3.795959,4.195533
0.000000,4.994682,6.093513,7.192343
0.000000,4.395321,5.094576,5.793832
0.000000,3.596171,3.895852,4.195533
0.000000,7.791705,7.392130,6.992555
0.000000,6.992555,7.192343,7.392130
0.000000,7.192343,6.692874,6.193406
0.000000,4.195533,4.794895,5.394257
0.000000,6.393193,6.293300,6.193406
0.000000,6.393193,6.293300,6.193406
0.000000,4.595108,5.194470,5.793832
0.000000,1.198724,3.496278,5.793832
0.000000,9.390003,6.493087,3.596171
0.000000,6.193406,6.093513,5.993619
0.000000,4.794895,5.594044,6.393193
0.000000,7.791705,7.192343,6.592981
0.000000,5.194470,-1.598298,-8.391066
0.000000,3.795959,3.596171,3.396384
0.000000,5.594044,5.993619,6.393193
0.000000,9.989365,7.991492,5.993619
0.000000,5.194470,5.594044,5.993619
0.000000,6.992555,5.993619,4.994682
0.000000,10.388939,7.791705,5.194470
0.000000,8.790641,6.093513,3.396384
0.000000,6.193406,6.393193,6.592981
0.000000,2.996809,3.895852,4.794895
0.000000,4.395321,5.094576,5.793832
0.000000,9.190216,5.693938,2.197660
0.000000,4.794895,11.487769,18.180644
0.000000,1.997873,4.195533,6.393193
0.000000,5.594044,4.894789,4.195533
0.000000,5.793832,5.893725,5.993619
0.000000,8.590854,5.594044,2.597235
0.000000,7.192343,6.792768,6.393193
0.000000,7.192343,6.193406,5.194470
0.000000,7.801371,4.800844,1.800316
0.000000,7.001230,7.601336,8.201441
0.000000,6.401125,6.201090,6.001055
0.000000,6.001055,3.300580,0.600105
0.000000,5.801019,6.601160,7.401301
0.000000,6.001055,6.101072,6.201090
0.000000,6.801195,6.101072,5.400949
0.000000,5.801019,5.701002,5.600984
0.000000,6.001055,6.201090,6.401125
0.000000,7.801371,6.701178,5.600984
0.000000,4.600809,5.000879,5.400949
0.000000,4.000703,5.901037,7.801371
0.000000,7.001230,8.501494,10.001758
0.000000,7.001230,15.902795,24.804359
0.000000,2.800492,6.001055,9.201617
0.000000,5.400949,6.401125,7.401301
0.000000,6.401125,6.301107,6.201090
0.000000,5.801019,5.701002,5.600984
0.000000,8.401477,8.001406,7.601336
0.000000,10.601863,8.501494,6.401125
0.000000,5.400949,5.500967,5.600984
0.000000,5.200914,3.200562,1.200211
0.000000,4.000703,3.400598,2.800492
0.000000,1.600281,6.201090,10.801898
0.000000,9.801723,7.201266,4.600809
0.000000,4.800844,5.500967,6.201090
0.000000,6.001055,6.001055,6.001055
0.000000,7.201266,7.301283,7.401301
0.000000,9.201617,6.501143,3.800668
0.000000,7.801371,7.301283,6.801195
0.000000,2.600457,4.200738,5.801019
0.000000,4.000703,5.100896,6.201090
0.000000,10.601863,8.801547,7.001230
0.000000,4.000703,4.700826,5.400949
0.000000,8.601512,6.401125,4.200738
0.000000,4.200738,2.100369,0.000000
0.000000,4.000703,6.001055,8.001406
0.000000,3.400598,4.800844,6.201090
