hyd,vel
0.100000,2.996602
0.100000,3.196376
0.100000,4.794564
0.100000,6.992072
0.100000,4.794564
0.100000,6.192978
0.100000,4.195243
0.100000,5.593658
0.100000,4.195243
0.100000,7.990940
0.100000,6.192978
0.100000,4.395017
0.100000,4.994337
0.100000,2.996602
0.100000,4.794564
0.100000,2.796829
0.100000,2.796829
0.100000,1.997735
0.100000,5.393029
0.100000,4.793804
0.100000,2.396902
0.100000,4.993546
0.100000,3.195869
0.100000,2.396902
0.100000,1.797676
0.100000,2.197160
0.100000,5.393029
0.100000,5.992255
0.100000,2.796386
0.100000,4.793804
0.100000,4.793804
0.100000,3.595353
0.100000,3.994837
0.100000,1.797676
0.100000,5.792513
0.100000,3.195869
0.100000,3.195869
0.100000,3.395611
0.100000,1.398193
0.100000,2.596644
0.100000,1.997418
0.100000,5.992255
0.100000,4.793804
0.100000,4.194578
0.100000,3.994837
0.100000,4.194578
0.100000,3.195869
0.100000,6.990964
0.100000,3.195869
0.100000,5.592771
0.100000,4.394320
0.100000,3.795095
0.100000,3.994837
0.100000,5.592771
0.100000,2.796386
0.100000,2.197160
0.100000,3.595353
0.100000,3.395611
0.100000,4.793804
0.100000,1.198451
0.100000,0.998709
0.100000,3.195869
0.100000,2.197160
0.100000,4.793804
0.100000,4.993546
0.100000,5.792513
0.100000,1.597935
0.100000,3.595353
0.100000,1.597935
0.100000,0.399484
0.100000,2.996127
0.100000,3.595353
0.100000,5.592771
0.100000,5.592771
0.100000,3.595353
0.100000,2.796386
0.100000,2.596644
0.100000,4.594062
0.100000,2.596644
0.100000,4.993546
0.100000,6.391738
0.100000,5.792513
0.100000,1.797676
0.100000,6.591480
0.100000,4.793804
0.100000,1.597935
0.100000,2.396902
0.100000,1.198451
0.100000,7.190706
0.100000,5.393029
0.100000,2.996127
0.100000,5.203082
0.100000,4.002371
0.100000,4.202489
0.100000,4.402608
0.100000,3.001778
0.100000,3.802252
0.100000,7.204267
0.100000,1.600948
0.100000,5.002963
0.100000,4.602726
0.100000,6.203674
0.100000,2.401422
0.100000,4.602726
0.100000,5.203082
0.100000,4.402608
0.100000,1.000593
0.100000,5.203082
0.100000,3.602134
0.100000,5.803437
0.100000,2.801659
0.100000,6.203674
0.100000,3.802252
0.100000,3.201896
0.100000,5.002963
0.100000,3.402015
0.100000,6.403793
0.100000,3.402015
0.100000,3.602134
0.100000,2.401422
0.100000,4.402608
0.100000,3.602134
0.100000,3.201896
0.100000,1.600948
0.100000,7.804623
0.100000,1.400830
0.100000,5.403200
0.100000,4.602726
0.100000,3.402015
0.100000,4.802845
0.100000,2.401422
0.100000,1.801067
0.100000,4.002371
0.100000,1.600948
0.100000,6.203674
0.100000,3.602134
0.100000,2.801659
0.100000,5.203082
0.100000,5.203082
0.100000,6.403793
0.100000,6.203674
0.100000,2.201304
0.100000,8.805215
0.100000,1.801067
0.100000,2.001185
0.100000,1.400830
0.100000,3.001778
0.100000,5.002963
0.100000,6.203674
0.100000,1.000593
0.100000,7.004149
0.100000,2.201304
0.100000,5.403200
0.100000,5.002963
0.100000,8.404978
0.100000,-0.400237
0.100000,4.201986
0.100000,3.801797
0.100000,6.202932
0.100000,4.802270
0.100000,3.801797
0.100000,5.402554
0.100000,3.401608
0.100000,2.801324
0.100000,4.001892
0.100000,1.200567
0.100000,4.802270
0.100000,2.801324
0.100000,2.000946
0.100000,3.801797
0.100000,4.402081
0.100000,6.403027
0.100000,1.000473
0.100000,5.202459
0.100000,1.600757
0.100000,3.801797
0.100000,6.803216
0.100000,2.201040
0.100000,5.802743
0.100000,2.601230
0.100000,4.402081
0.100000,4.802270
0.100000,5.602648
0.100000,3.801797
0.100000,3.601702
0.100000,4.402081
0.100000,4.001892
0.100000,3.801797
0.100000,6.803216
0.100000,6.803216
0.100000,8.203878
0.100000,4.802270
0.100000,5.202459
0.100000,4.802270
0.100000,2.601230
0.100000,2.801324
0.100000,1.200567
0.100000,-0.600284
0.100000,5.802743
0.100000,0.200095
0.100000,5.402554
0.100000,4.201986
0.100000,-0.400189
0.100000,3.201513
0.100000,4.602175
0.100000,3.201513
0.100000,4.201986
0.100000,4.602175
0.100000,0.400189
0.100000,5.602648
0.100000,3.401608
0.100000,4.602175
0.100000,4.201986
0.100000,3.801797
0.100000,3.801797
0.100000,6.403027
0.100000,2.401135
0.100000,2.601230
0.100000,3.401608
0.100000,4.402081
0.100000,1.600757
0.100000,0.600284
0.100000,7.603594
0.100000,2.000946
0.100000,6.202932
0.100000,4.802270
0.100000,5.402554
0.100000,3.401608
0.100000,4.402081
0.200000,2.992648
0.200000,8.578924
0.200000,3.990197
0.200000,2.793138
0.200000,1.197059
0.200000,4.389217
0.200000,5.985296
0.200000,6.184805
0.200000,7.182355
0.200000,5.985296
0.200000,1.596079
0.200000,4.987746
0.200000,2.593628
0.200000,3.990197
0.200000,4.189707
0.200000,4.189707
0.200000,4.987746
0.200000,4.588727
0.200000,5.187256
0.200000,5.386766
0.200000,6.583825
0.200000,5.785786
0.200000,6.982845
0.200000,4.788237
0.200000,6.384315
0.200000,5.187256
0.200000,8.379414
0.200000,4.189707
0.200000,4.788237
0.200000,3.391668
0.200000,3.591177
0.200000,5.985296
0.200000,3.391668
0.200000,1.596079
0.200000,3.591177
0.200000,6.384315
0.200000,8.977943
0.200000,7.581374
0.200000,2.394118
0.200000,2.394118
0.200000,3.990197
0.200000,5.586276
0.200000,5.785786
0.200000,4.588727
0.200000,4.987746
0.200000,4.987746
0.200000,5.785786
0.200000,3.591177
0.200000,5.985296
0.200000,6.583825
0.200000,3.790687
0.200000,7.381865
0.200000,3.391668
0.200000,3.790687
0.200000,3.391668
0.200000,2.992648
0.200000,4.788237
0.200000,5.586276
0.200000,6.583825
0.200000,3.391668
0.200000,5.785786
0.200000,2.992648
0.200000,9.975493
0.200000,4.389217
0.200000,2.793138
0.200000,1.795589
0.200000,4.588727
0.200000,2.194608
0.200000,5.586276
0.200000,3.192158
0.200000,4.788237
0.200000,5.985296
0.200000,5.187256
0.200000,5.785786
0.200000,7.182355
0.200000,2.194608
0.200000,4.588727
0.200000,0.997549
0.200000,2.992648
0.200000,0.199510
0.200000,6.184805
0.200000,2.394118
0.200000,1.795589
0.200000,3.591177
0.200000,4.189707
0.200000,4.003815
0.200000,5.605341
0.200000,7.206867
0.200000,6.606295
0.200000,8.007630
0.200000,1.401335
0.200000,3.803624
0.200000,6.205913
0.200000,6.606295
0.200000,4.804578
0.200000,5.605341
0.200000,4.204006
0.200000,4.003815
0.200000,3.002861
0.200000,3.002861
0.200000,2.402289
0.200000,7.407058
0.200000,6.406104
0.200000,5.004769
0.200000,6.005722
0.200000,5.605341
0.200000,3.403243
0.200000,6.205913
0.200000,5.004769
0.200000,4.003815
0.200000,6.005722
0.200000,5.004769
0.200000,6.406104
0.200000,1.601526
0.200000,4.804578
0.200000,3.203052
0.200000,3.203052
0.200000,5.004769
0.200000,6.406104
0.200000,7.006676
0.200000,4.404196
0.200000,5.805532
0.200000,5.805532
0.200000,4.404196
0.200000,7.006676
0.200000,5.004769
0.200000,8.007630
0.200000,3.803624
0.200000,6.406104
0.200000,1.401335
0.200000,4.003815
0.200000,7.607248
0.200000,6.205913
0.200000,0.400381
0.200000,4.604387
0.200000,5.204959
0.200000,6.406104
0.200000,5.004769
0.200000,5.405150
0.200000,5.605341
0.200000,8.408011
0.200000,4.604387
0.200000,3.403243
0.200000,7.006676
0.200000,2.602480
0.200000,1.000954
0.200000,3.603433
0.200000,4.204006
0.200000,5.004769
0.200000,5.004769
0.200000,3.002861
0.200000,7.607248
0.200000,5.004769
0.200000,6.606295
0.200000,4.604387
0.200000,6.005722
0.200000,3.002861
0.200000,6.606295
0.200000,4.404196
0.200000,5.204959
0.200000,5.004769
0.200000,7.807439
0.200000,2.194841
0.200000,4.190150
0.200000,5.187805
0.200000,5.586867
0.200000,5.187805
0.200000,2.992965
0.200000,6.384991
0.200000,7.183115
0.200000,2.793434
0.200000,4.788743
0.200000,5.187805
0.200000,4.988274
0.200000,1.396717
0.200000,4.190150
0.200000,1.995310
0.200000,0.399062
0.200000,3.990619
0.200000,5.387336
0.200000,7.183115
0.200000,4.190150
0.200000,6.784053
0.200000,3.990619
0.200000,5.985929
0.200000,3.791089
0.200000,2.394372
0.200000,3.591558
0.200000,4.589212
0.200000,2.793434
0.200000,6.584522
0.200000,4.589212
0.200000,5.387336
0.200000,5.586867
0.200000,5.387336
0.200000,4.988274
0.200000,3.990619
0.200000,6.185460
0.200000,6.384991
0.200000,4.389681
0.200000,3.591558
0.200000,6.983584
0.200000,2.793434
0.200000,4.988274
0.200000,5.586867
0.200000,3.192496
0.200000,3.392027
0.200000,3.791089
0.200000,6.384991
0.200000,3.791089
0.200000,6.384991
0.200000,5.187805
0.200000,5.187805
0.200000,4.589212
0.200000,4.589212
0.200000,5.586867
0.200000,5.586867
0.200000,6.584522
0.200000,4.589212
0.200000,8.180770
0.200000,5.985929
0.200000,5.786398
0.200000,5.187805
0.200000,6.784053
0.200000,4.389681
0.200000,1.197186
0.200000,2.992965
0.200000,4.589212
0.200000,1.995310
0.200000,4.589212
0.200000,2.593903
0.200000,4.988274
0.200000,6.185460
0.200000,4.988274
0.200000,10.176080
0.200000,6.384991
0.200000,4.589212
0.200000,4.788743
0.200000,2.992965
0.200000,4.788743
0.200000,-0.199531
0.200000,4.788743
0.200000,5.387336
0.200000,4.589212
0.200000,8.380301
0.200000,7.382646
0.200000,4.788743
0.200000,6.611508
0.200000,4.006975
0.200000,4.407672
0.200000,4.207323
0.200000,3.405928
0.200000,4.006975
0.200000,6.210811
0.200000,6.811857
0.200000,4.407672
0.200000,3.806626
0.200000,4.207323
0.200000,5.409416
0.200000,7.412903
0.200000,1.402441
0.200000,7.613252
0.200000,3.806626
0.200000,2.804882
0.200000,4.207323
0.200000,4.407672
0.200000,7.613252
0.200000,6.210811
0.200000,7.613252
0.200000,1.803139
0.200000,0.801395
0.200000,3.405928
0.200000,5.409416
0.200000,3.606277
0.200000,3.806626
0.200000,1.202092
0.200000,6.210811
0.200000,3.606277
0.200000,4.006975
0.200000,4.808369
0.200000,7.813600
0.200000,2.404185
0.200000,3.005231
0.200000,4.808369
0.200000,2.604533
0.200000,6.010462
0.200000,4.608021
0.200000,5.609764
0.200000,4.808369
0.200000,5.209067
0.200000,4.608021
0.200000,3.405928
0.200000,2.003487
0.200000,4.207323
0.200000,8.614995
0.200000,4.006975
0.200000,7.012205
0.200000,6.010462
0.200000,1.803139
0.200000,6.210811
0.200000,7.613252
0.200000,5.209067
0.200000,6.411159
0.200000,4.808369
0.200000,4.207323
0.200000,3.005231
0.200000,3.606277
0.200000,1.602790
0.200000,1.202092
0.200000,5.409416
0.200000,1.803139
0.200000,5.409416
0.200000,4.006975
0.200000,2.604533
0.200000,5.810113
0.200000,1.001744
0.200000,2.404185
0.200000,1.803139
0.200000,9.216041
0.200000,6.210811
0.200000,6.411159
0.200000,5.409416
0.200000,3.806626
0.200000,6.611508
0.200000,5.810113
0.200000,6.210811
0.200000,6.010462
0.200000,5.409416
0.200000,5.609764
0.200000,8.414647
0.200000,3.606277
0.200000,5.609764
0.200000,7.212554
0.200000,1.803139
0.200000,7.412903
0.200000,1.402441
0.200000,4.793687
0.200000,6.791057
0.200000,5.193161
0.200000,3.195792
0.200000,4.394213
0.200000,7.190531
0.200000,3.795002
0.200000,5.193161
0.200000,5.792372
0.200000,7.590005
0.200000,5.992109
0.200000,6.591320
0.200000,1.597896
0.200000,5.392898
0.200000,5.392898
0.200000,3.795002
0.200000,3.395529
0.200000,6.791057
0.200000,4.194476
0.200000,3.595265
0.200000,6.191846
0.200000,5.392898
0.200000,6.990794
0.200000,7.390268
0.200000,7.190531
0.200000,3.395529
0.200000,4.394213
0.200000,6.990794
0.200000,4.993424
0.200000,9.387638
0.200000,4.394213
0.200000,7.789742
0.200000,3.595265
0.200000,5.193161
0.200000,3.795002
0.200000,3.195792
0.200000,4.793687
0.200000,7.190531
0.200000,5.392898
0.200000,0.599211
0.200000,3.195792
0.200000,3.795002
0.200000,6.391583
0.200000,7.190531
0.200000,6.391583
0.200000,4.394213
0.200000,3.195792
0.200000,3.195792
0.200000,4.993424
0.200000,4.194476
0.200000,6.191846
0.200000,-0.199737
0.200000,3.595265
0.200000,6.591320
0.200000,4.394213
0.200000,8.588690
0.200000,2.796318
0.200000,5.592635
0.200000,4.194476
0.200000,2.197107
0.200000,5.792372
0.200000,3.595265
0.200000,4.793687
0.200000,3.994739
0.200000,5.392898
0.200000,5.392898
0.200000,3.195792
0.200000,4.194476
0.200000,7.789742
0.200000,3.994739
0.200000,2.197107
0.200000,1.997370
0.200000,2.796318
0.200000,0.199737
0.200000,5.792372
0.200000,2.396844
0.200000,1.997370
0.200000,4.993424
0.200000,1.997370
0.200000,5.592635
0.200000,5.392898
0.200000,3.994739
0.200000,2.596581
0.200000,6.391583
0.200000,5.392898
0.300000,5.390422
0.300000,6.787938
0.300000,2.595388
0.300000,7.586519
0.300000,9.183681
0.300000,7.786165
0.300000,7.386874
0.300000,6.588293
0.300000,5.390422
0.300000,4.591841
0.300000,4.791486
0.300000,4.791486
0.300000,1.197871
0.300000,10.381553
0.300000,7.586519
0.300000,4.392195
0.300000,7.985810
0.300000,3.194324
0.300000,2.595388
0.300000,4.591841
0.300000,5.190776
0.300000,8.984036
0.300000,3.992905
0.300000,4.791486
0.300000,6.787938
0.300000,5.190776
0.300000,2.795033
0.300000,0.998226
0.300000,9.383327
0.300000,9.183681
0.300000,3.992905
0.300000,7.786165
0.300000,3.393969
0.300000,6.189003
0.300000,4.192550
0.300000,1.397517
0.300000,2.395743
0.300000,5.190776
0.300000,7.386874
0.300000,3.793260
0.300000,6.189003
0.300000,5.190776
0.300000,4.392195
0.300000,8.385100
0.300000,5.190776
0.300000,4.591841
0.300000,2.795033
0.300000,6.189003
0.300000,2.994679
0.300000,5.390422
0.300000,4.991131
0.300000,4.192550
0.300000,4.991131
0.300000,5.789712
0.300000,6.987584
0.300000,3.194324
0.300000,3.992905
0.300000,8.185455
0.300000,6.588293
0.300000,8.584746
0.300000,1.197871
0.300000,4.392195
0.300000,8.185455
0.300000,6.588293
0.300000,10.181908
0.300000,6.588293
0.300000,5.190776
0.300000,2.994679
0.300000,5.789712
0.300000,6.189003
0.300000,5.590067
0.300000,3.992905
0.300000,4.991131
0.300000,5.789712
0.300000,1.397517
0.300000,9.383327
0.300000,5.989357
0.300000,6.787938
0.300000,3.992905
0.300000,6.588293
0.300000,2.196098
0.300000,6.588293
0.300000,4.791486
0.300000,5.789712
0.300000,5.190776
0.300000,5.190776
0.300000,5.190776
0.300000,4.192550
0.300000,4.192550
0.300000,4.591841
0.300000,3.593614
0.300000,2.795033
0.300000,1.597162
0.300000,4.192550
0.300000,4.791486
0.300000,3.194324
0.300000,4.192550
0.300000,5.590067
0.300000,4.192550
0.300000,5.789712
0.300000,8.802999
0.300000,1.600545
0.300000,7.202454
0.300000,6.602249
0.300000,2.200750
0.300000,5.601909
0.300000,6.002045
0.300000,7.602590
0.300000,4.001363
0.300000,4.001363
0.300000,4.001363
0.300000,8.002726
0.300000,5.001704
0.300000,2.400818
0.300000,5.801977
0.300000,7.402522
0.300000,3.201091
0.300000,7.002386
0.300000,5.401840
0.300000,6.602249
0.300000,8.802999
0.300000,7.402522
0.300000,3.201091
0.300000,4.401500
0.300000,5.201772
0.300000,6.402181
0.300000,5.601909
0.300000,6.602249
0.300000,5.401840
0.300000,4.401500
0.300000,7.402522
0.300000,3.001022
0.300000,5.601909
0.300000,3.401159
0.300000,3.001022
0.300000,4.601568
0.300000,4.401500
0.300000,7.002386
0.300000,5.801977
0.300000,6.202113
0.300000,6.002045
0.300000,5.601909
0.300000,2.800954
0.300000,7.402522
0.300000,6.202113
0.300000,1.600545
0.300000,8.402863
0.300000,6.602249
0.300000,4.001363
0.300000,2.600886
0.300000,3.201091
0.300000,3.801295
0.300000,10.003408
0.300000,6.002045
0.300000,4.601568
0.300000,3.201091
0.300000,4.001363
0.300000,5.401840
0.300000,4.601568
0.300000,4.001363
0.300000,7.002386
0.300000,6.202113
0.300000,4.401500
0.300000,5.801977
0.300000,4.801636
0.300000,3.401159
0.300000,6.002045
0.300000,4.601568
0.300000,5.401840
0.300000,5.401840
0.300000,4.801636
0.300000,3.201091
0.300000,2.600886
0.300000,4.801636
0.300000,3.001022
0.300000,7.402522
0.300000,9.203135
0.300000,7.002386
0.300000,4.801636
0.300000,5.401840
0.300000,5.201772
0.300000,8.602931
0.300000,2.800954
0.300000,4.001363
0.300000,6.602249
0.300000,4.001363
0.300000,6.602249
0.300000,4.401500
0.300000,4.801636
0.300000,2.600886
0.300000,6.002045
0.300000,6.402181
0.300000,2.600886
0.300000,8.802999
0.300000,6.597881
0.300000,4.798459
0.300000,6.597881
0.300000,4.998395
0.300000,8.797175
0.300000,0.799743
0.300000,8.397304
0.300000,4.798459
0.300000,2.999037
0.300000,5.598202
0.300000,3.398909
0.300000,4.198652
0.300000,0.000000
0.300000,5.798138
0.300000,8.797175
0.300000,7.797496
0.300000,5.398267
0.300000,3.998716
0.300000,6.198010
0.300000,5.798138
0.300000,7.997432
0.300000,3.398909
0.300000,5.598202
0.300000,4.998395
0.300000,7.397625
0.300000,5.198331
0.300000,6.198010
0.300000,5.998074
0.300000,6.397946
0.300000,6.198010
0.300000,4.198652
0.300000,7.797496
0.300000,4.998395
0.300000,5.798138
0.300000,4.598523
0.300000,7.597560
0.300000,8.397304
0.300000,5.198331
0.300000,7.197689
0.300000,8.397304
0.300000,4.398588
0.300000,4.198652
0.300000,7.197689
0.300000,4.998395
0.300000,5.998074
0.300000,2.999037
0.300000,8.797175
0.300000,9.996790
0.300000,6.997753
0.300000,11.396341
0.300000,6.797817
0.300000,3.998716
0.300000,4.798459
0.300000,6.997753
0.300000,0.999679
0.300000,8.197368
0.300000,3.598844
0.300000,3.398909
0.300000,3.598844
0.300000,3.798780
0.300000,4.998395
0.300000,8.997111
0.300000,4.598523
0.300000,6.397946
0.300000,7.397625
0.300000,5.798138
0.300000,2.199294
0.300000,3.998716
0.300000,7.997432
0.300000,5.398267
0.300000,6.797817
0.300000,5.998074
0.300000,5.398267
0.300000,5.798138
0.300000,10.196726
0.300000,7.397625
0.300000,2.999037
0.300000,8.197368
0.300000,4.598523
0.300000,1.399551
0.300000,6.397946
0.300000,5.198331
0.300000,4.998395
0.300000,6.198010
0.300000,5.398267
0.300000,3.798780
0.300000,3.198973
0.300000,4.998395
0.300000,6.997753
0.300000,4.798459
0.300000,2.999037
0.300000,5.198331
0.300000,5.798138
0.300000,6.797817
0.300000,4.798459
0.300000,4.398588
0.300000,2.801860
0.300000,4.803189
0.300000,5.003322
0.300000,7.004651
0.300000,6.604385
0.300000,8.205449
0.300000,7.404917
0.300000,6.003987
0.300000,6.003987
0.300000,4.402924
0.300000,8.205449
0.300000,6.804518
0.300000,6.404253
0.300000,6.604385
0.300000,9.806512
0.300000,6.604385
0.300000,5.203455
0.300000,7.004651
0.300000,7.605050
0.300000,3.602392
0.300000,5.203455
0.300000,5.803854
0.300000,5.203455
0.300000,8.605714
0.300000,8.205449
0.300000,2.801860
0.300000,4.202791
0.300000,4.402924
0.300000,5.203455
0.300000,3.202126
0.300000,1.000664
0.300000,3.402259
0.300000,4.002658
0.300000,3.602392
0.300000,7.204784
0.300000,3.602392
0.300000,6.003987
0.300000,4.202791
0.300000,7.605050
0.300000,8.805847
0.300000,8.605714
0.300000,7.404917
0.300000,7.004651
0.300000,2.401595
0.300000,1.801196
0.300000,3.402259
0.300000,2.401595
0.300000,3.402259
0.300000,5.003322
0.300000,4.803189
0.300000,2.801860
0.300000,2.801860
0.300000,0.000000
0.300000,2.001329
0.300000,6.804518
0.300000,8.005316
0.300000,6.003987
0.300000,11.807841
0.300000,3.602392
0.300000,3.202126
0.300000,4.002658
0.300000,5.003322
0.300000,7.204784
0.300000,2.001329
0.300000,6.404253
0.300000,3.602392
0.300000,4.002658
0.300000,4.202791
0.300000,7.605050
0.300000,2.401595
0.300000,5.403588
0.300000,3.402259
0.300000,5.803854
0.300000,4.803189
0.300000,5.603721
0.300000,5.603721
0.300000,1.801196
0.300000,8.805847
0.300000,11.407575
0.300000,5.803854
0.300000,6.604385
0.300000,2.199626
0.300000,5.399083
0.300000,4.999151
0.300000,4.799185
0.300000,7.798675
0.300000,0.399932
0.300000,5.199117
0.300000,8.198607
0.300000,4.399253
0.300000,3.999321
0.300000,5.399083
0.300000,4.999151
0.300000,7.998641
0.300000,7.998641
0.300000,6.598879
0.300000,8.398573
0.300000,6.798845
0.300000,6.398913
0.300000,7.598709
0.300000,6.198947
0.300000,5.599049
0.300000,7.798675
0.300000,8.198607
0.300000,7.198777
0.300000,7.198777
0.300000,2.999490
0.300000,1.799694
0.300000,6.198947
0.300000,6.198947
0.300000,4.599219
0.300000,6.198947
0.300000,5.799015
0.300000,-0.999830
0.300000,7.598709
0.300000,6.398913
0.300000,6.198947
0.300000,3.599389
0.300000,4.399253
0.300000,5.799015
0.300000,4.599219
0.300000,2.999490
0.300000,6.598879
0.300000,5.599049
0.300000,2.199626
0.300000,3.999321
0.300000,5.998981
0.300000,10.398234
0.300000,4.799185
0.300000,5.998981
0.300000,3.399423
0.300000,5.199117
0.300000,3.399423
0.300000,5.599049
0.300000,4.199287
0.300000,4.399253
0.300000,4.199287
0.300000,5.399083
0.300000,7.198777
0.300000,8.998471
0.300000,6.598879
0.300000,7.198777
0.300000,2.799524
0.300000,6.198947
0.300000,3.799355
0.300000,5.799015
0.300000,5.599049
0.300000,7.598709
0.300000,8.998471
0.300000,4.199287
0.300000,6.598879
0.300000,5.799015
0.300000,4.799185
0.300000,4.399253
0.300000,3.399423
0.300000,2.799524
0.300000,3.799355
0.300000,2.799524
0.300000,4.799185
0.300000,4.399253
0.300000,3.999321
0.300000,7.398743
0.300000,3.399423
0.300000,6.398913
0.300000,0.599898
0.300000,8.598539
0.300000,2.999490
0.300000,7.398743
0.300000,4.399253
0.300000,4.599219
0.300000,4.399253
0.300000,3.999321
0.300000,5.599049
0.300000,5.599049
0.300000,3.599389
0.300000,7.198777
0.300000,8.598539
0.300000,2.599558
0.300000,3.999321
0.300000,6.398913
0.300000,5.399083
0.300000,6.598879
0.400000,6.205847
0.400000,6.406036
0.400000,5.204904
0.400000,6.406036
0.400000,8.007545
0.400000,8.407922
0.400000,6.606224
0.400000,2.802641
0.400000,4.203961
0.400000,7.206790
0.400000,5.605281
0.400000,7.807356
0.400000,1.801698
0.400000,7.807356
0.400000,5.605281
0.400000,7.807356
