hyd,vel
0.400000,8.407922
0.400000,1.201132
0.400000,8.608111
0.400000,5.405093
0.400000,7.807356
0.400000,7.006602
0.400000,4.203961
0.400000,6.806413
0.400000,7.607168
0.400000,4.404150
0.400000,7.006602
0.400000,5.805470
0.400000,7.006602
0.400000,8.007545
0.400000,4.404150
0.400000,7.006602
0.400000,8.207733
0.400000,5.405093
0.400000,6.406036
0.400000,3.603395
0.400000,7.006602
0.400000,2.602452
0.400000,6.406036
0.400000,6.205847
0.400000,4.804527
0.400000,4.203961
0.400000,3.203018
0.400000,8.007545
0.400000,7.807356
0.400000,3.002829
0.400000,6.406036
0.400000,6.606224
0.400000,1.601509
0.400000,7.006602
0.400000,3.203018
0.400000,3.403207
0.400000,8.407922
0.400000,4.203961
0.400000,2.802641
0.400000,3.603395
0.400000,3.803584
0.400000,4.203961
0.400000,4.804527
0.400000,6.005659
0.400000,4.604338
0.400000,7.006602
0.400000,2.602452
0.400000,5.805470
0.400000,3.803584
0.400000,8.407922
0.400000,6.205847
0.400000,9.408865
0.400000,5.805470
0.400000,5.805470
0.400000,6.806413
0.400000,6.005659
0.400000,8.808299
0.400000,6.606224
0.400000,5.405093
0.400000,7.006602
0.400000,5.004716
0.400000,4.804527
0.400000,1.000943
0.400000,5.605281
0.400000,4.604338
0.400000,6.606224
0.400000,3.203018
0.400000,5.004716
0.400000,8.207733
0.400000,1.601509
0.400000,6.606224
0.400000,4.804527
0.400000,2.802641
0.400000,6.806413
0.400000,4.404150
0.400000,4.604338
0.400000,4.804527
0.400000,7.006602
0.400000,8.007545
0.400000,4.604338
0.400000,3.203018
0.400000,3.803584
0.400000,3.403207
0.400000,6.606224
0.400000,9.008488
0.400000,6.205847
0.400000,7.006602
0.400000,5.204904
0.400000,6.005659
0.400000,6.205847
0.400000,8.808299
0.400000,3.803584
0.400000,10.409808
0.400000,1.000943
0.400000,2.001886
0.400000,4.003772
0.400000,4.604338
0.400000,2.999413
0.400000,6.398748
0.400000,7.598514
0.400000,2.999413
0.400000,7.398553
0.400000,4.399139
0.400000,3.999218
0.400000,8.998240
0.400000,4.999022
0.400000,2.799452
0.400000,1.999609
0.400000,8.398357
0.400000,5.198983
0.400000,3.199374
0.400000,5.798866
0.400000,6.798670
0.400000,3.799257
0.400000,1.799648
0.400000,3.399335
0.400000,6.598709
0.400000,8.398357
0.400000,6.998631
0.400000,4.399139
0.400000,5.598905
0.400000,5.998826
0.400000,5.998826
0.400000,6.198787
0.400000,3.799257
0.400000,3.999218
0.400000,4.999022
0.400000,5.998826
0.400000,5.998826
0.400000,5.998826
0.400000,8.398357
0.400000,9.398161
0.400000,6.398748
0.400000,5.598905
0.400000,6.398748
0.400000,3.999218
0.400000,6.598709
0.400000,2.999413
0.400000,4.999022
0.400000,3.799257
0.400000,4.199179
0.400000,5.798866
0.400000,7.998435
0.400000,4.599100
0.400000,3.999218
0.400000,9.798083
0.400000,8.998240
0.400000,3.999218
0.400000,5.198983
0.400000,7.998435
0.400000,6.198787
0.400000,5.198983
0.400000,5.598905
0.400000,8.998240
0.400000,5.398944
0.400000,6.998631
0.400000,6.398748
0.400000,4.799061
0.400000,2.799452
0.400000,4.799061
0.400000,7.798474
0.400000,4.599100
0.400000,3.599296
0.400000,7.998435
0.400000,4.599100
0.400000,4.199179
0.400000,1.999609
0.400000,6.398748
0.400000,4.799061
0.400000,5.598905
0.400000,6.798670
0.400000,7.798474
0.400000,5.998826
0.400000,5.598905
0.400000,5.798866
0.400000,1.799648
0.400000,5.998826
0.400000,5.198983
0.400000,3.399335
0.400000,2.799452
0.400000,4.999022
0.400000,3.399335
0.400000,6.598709
0.400000,5.198983
0.400000,3.199374
0.400000,1.999609
0.400000,5.598905
0.400000,3.799257
0.400000,3.799257
0.400000,6.198787
0.400000,5.798866
0.400000,4.199179
0.400000,5.998826
0.400000,2.599491
0.400000,12.197614
0.400000,6.998631
0.400000,6.998631
0.400000,8.598318
0.400000,5.598905
0.400000,6.598709
0.400000,3.399335
0.400000,4.399139
0.400000,6.798670
0.400000,4.399139
0.400000,8.598318
0.400000,8.198396
0.400000,4.999022
0.400000,8.598318
0.400000,6.798670
0.400000,5.798866
0.400000,6.398748
0.400000,4.004433
0.400000,1.601773
0.400000,5.606206
0.400000,4.204655
0.400000,8.209088
0.400000,1.201330
0.400000,7.207980
0.400000,7.007758
0.400000,5.405985
0.400000,4.004433
0.400000,4.404876
0.400000,6.607315
0.400000,5.205763
0.400000,6.206871
0.400000,6.206871
0.400000,6.607315
0.400000,6.607315
0.400000,4.805320
0.400000,6.006650
0.400000,4.004433
0.400000,3.403768
0.400000,5.806428
0.400000,2.602882
0.400000,5.806428
0.400000,7.408201
0.400000,5.606206
0.400000,4.605098
0.400000,6.206871
0.400000,6.006650
0.400000,6.607315
0.400000,3.003325
0.400000,7.207980
0.400000,1.801995
0.400000,3.804211
0.400000,6.006650
0.400000,8.209088
0.400000,4.204655
0.400000,6.206871
0.400000,7.408201
0.400000,7.007758
0.400000,3.203547
0.400000,6.807536
0.400000,6.607315
0.400000,6.407093
0.400000,8.609531
0.400000,5.005541
0.400000,2.602882
0.400000,6.807536
0.400000,2.803103
0.400000,-0.200222
0.400000,3.203547
0.400000,5.405985
0.400000,7.007758
0.400000,4.204655
0.400000,7.608423
0.400000,9.009975
0.400000,4.605098
0.400000,7.408201
0.400000,2.002217
0.400000,8.209088
0.400000,5.606206
0.400000,4.204655
0.400000,5.606206
0.400000,6.407093
0.400000,4.004433
0.400000,5.405985
0.400000,5.005541
0.400000,9.009975
0.400000,8.809753
0.400000,3.603990
0.400000,7.608423
0.400000,2.803103
0.400000,7.608423
0.400000,6.807536
0.400000,3.804211
0.400000,2.402660
0.400000,7.608423
0.400000,4.004433
0.400000,5.405985
0.400000,3.804211
0.400000,6.607315
0.400000,5.606206
0.400000,6.407093
0.400000,8.008866
0.400000,8.809753
0.400000,8.008866
0.400000,6.006650
0.400000,6.407093
0.400000,7.808645
0.400000,6.006650
0.400000,6.206871
0.400000,9.210196
0.400000,5.606206
0.400000,4.404876
0.400000,7.007758
0.400000,6.807536
0.400000,6.407093
0.400000,1.401552
0.400000,4.004433
0.400000,3.804211
0.400000,3.804211
0.400000,3.403768
0.400000,5.005541
0.400000,5.005541
0.400000,5.806428
0.400000,7.207980
0.400000,3.603990
0.400000,4.204655
0.400000,5.005541
0.400000,5.806428
0.400000,4.605098
0.400000,9.410418
0.400000,4.404876
0.400000,6.807536
0.400000,8.008866
0.400000,8.609531
0.400000,5.405985
0.400000,9.986110
0.400000,1.797500
0.400000,6.590833
0.400000,5.392499
0.400000,7.988888
0.400000,6.590833
0.400000,6.191388
0.400000,3.794722
0.400000,6.990277
0.400000,5.791944
0.400000,6.191388
0.400000,6.990277
0.400000,5.192777
0.400000,3.195555
0.400000,2.396666
0.400000,8.588055
0.400000,7.589444
0.400000,7.589444
0.400000,4.993055
0.400000,7.389721
0.400000,7.389721
0.400000,4.393888
0.400000,3.994444
0.400000,6.191388
0.400000,2.995833
0.400000,5.791944
0.400000,6.191388
0.400000,1.997222
0.400000,6.990277
0.400000,4.194166
0.400000,8.787777
0.400000,4.593611
0.400000,8.588055
0.400000,3.195555
0.400000,6.191388
0.400000,6.990277
0.400000,2.596389
0.400000,4.993055
0.400000,5.392499
0.400000,6.191388
0.400000,4.793333
0.400000,4.993055
0.400000,7.189999
0.400000,8.388332
0.400000,6.391110
0.400000,4.194166
0.400000,5.791944
0.400000,7.389721
0.400000,6.391110
0.400000,4.393888
0.400000,4.993055
0.400000,6.391110
0.400000,5.991666
0.400000,6.391110
0.400000,5.192777
0.400000,3.195555
0.400000,4.593611
0.400000,8.987499
0.400000,5.991666
0.400000,1.198333
0.400000,8.388332
0.400000,5.592222
0.400000,8.188610
0.400000,3.395277
0.400000,7.389721
0.400000,8.588055
0.400000,6.990277
0.400000,6.391110
0.400000,2.596389
0.400000,5.392499
0.400000,5.192777
0.400000,5.791944
0.400000,5.592222
0.400000,5.791944
0.400000,3.595000
0.400000,7.389721
0.400000,6.191388
0.400000,3.595000
0.400000,3.794722
0.400000,5.991666
0.400000,6.590833
0.400000,8.987499
0.400000,5.791944
0.400000,5.791944
0.400000,2.196944
0.400000,2.396666
0.400000,8.388332
0.400000,4.993055
0.400000,7.988888
0.400000,4.993055
0.400000,9.586666
0.400000,4.593611
0.400000,7.389721
0.400000,7.189999
0.400000,4.393888
0.400000,5.791944
0.400000,6.391110
0.400000,2.596389
0.400000,5.392499
0.400000,9.386943
0.400000,4.194166
0.400000,5.791944
0.400000,2.796111
0.400000,4.793333
0.400000,5.392499
0.400000,6.391110
0.400000,2.796111
0.400000,6.191388
0.400000,6.405294
0.400000,6.805625
0.400000,5.004136
0.400000,4.203474
0.400000,4.803970
0.400000,5.204301
0.400000,4.803970
0.400000,7.806452
0.400000,4.803970
0.400000,5.804798
0.400000,8.406948
0.400000,4.603805
0.400000,8.206783
0.400000,3.402812
0.400000,8.006617
0.400000,7.806452
0.400000,9.007444
0.400000,7.806452
0.400000,4.603805
0.400000,5.004136
0.400000,6.004963
0.400000,6.405294
0.400000,5.804798
0.400000,7.406121
0.400000,5.604632
0.400000,3.002481
0.400000,7.806452
0.400000,4.003309
0.400000,4.603805
0.400000,6.605459
0.400000,4.403639
0.400000,4.203474
0.400000,4.403639
0.400000,5.204301
0.400000,3.202647
0.400000,8.607114
0.400000,5.204301
0.400000,2.602151
0.400000,4.003309
0.400000,5.204301
0.400000,5.004136
0.400000,4.203474
0.400000,5.804798
0.400000,5.604632
0.400000,9.607941
0.400000,1.401158
0.400000,5.604632
0.400000,7.806452
0.400000,6.205128
0.400000,9.007444
0.400000,3.602978
0.400000,3.803143
0.400000,8.206783
0.400000,9.607941
0.400000,3.803143
0.400000,6.805625
0.400000,8.807279
0.400000,0.800662
0.400000,3.402812
0.400000,7.005790
0.400000,8.807279
0.400000,3.602978
0.400000,7.005790
0.400000,4.203474
0.400000,4.603805
0.400000,5.604632
0.400000,2.401985
0.400000,3.002481
0.400000,2.602151
0.400000,6.805625
0.400000,4.403639
0.400000,3.402812
0.400000,7.205956
0.400000,4.803970
0.400000,8.607114
0.400000,5.804798
0.400000,7.005790
0.400000,6.004963
0.400000,6.605459
0.400000,7.406121
0.400000,6.405294
0.400000,8.807279
0.400000,4.603805
0.400000,4.603805
0.400000,5.804798
0.400000,5.204301
0.400000,9.207610
0.400000,8.607114
0.400000,6.205128
0.400000,5.404467
0.400000,6.605459
0.400000,6.405294
0.400000,5.804798
0.400000,7.606286
0.400000,7.606286
0.400000,7.205956
0.400000,7.606286
0.400000,2.401985
0.400000,4.803970
0.400000,3.402812
0.400000,5.604632
0.400000,2.802316
0.400000,4.003309
0.400000,5.204301
0.400000,3.002481
0.400000,8.006617
0.400000,7.005790
0.400000,2.602151
0.400000,6.205128
0.400000,4.203474
0.400000,5.604632
0.400000,6.004963
0.400000,7.005790
0.400000,7.406121
0.400000,7.005790
0.400000,5.204301
0.400000,4.203474
0.500000,4.798814
0.500000,3.199209
0.500000,4.198962
0.500000,6.198467
0.500000,4.598863
0.500000,4.798814
0.500000,6.998270
0.500000,7.598121
0.500000,3.999011
0.500000,8.997775
0.500000,4.798814
0.500000,7.398171
0.500000,3.199209
0.500000,6.798319
0.500000,4.198962
0.500000,9.197726
0.500000,0.999753
0.500000,8.597874
0.500000,3.599110
0.500000,4.798814
0.500000,6.598369
0.500000,7.798072
0.500000,4.598863
0.500000,6.998270
0.500000,3.799061
0.500000,9.797578
0.500000,8.597874
0.500000,4.198962
0.500000,2.999258
0.500000,1.199703
0.500000,8.197973
0.500000,2.999258
0.500000,9.597627
0.500000,2.599357
0.500000,0.799802
0.500000,5.798566
0.500000,11.197232
0.500000,4.798814
0.500000,6.398418
0.500000,4.798814
0.500000,4.198962
0.500000,5.198715
0.500000,7.798072
0.500000,3.399160
0.500000,1.799555
0.500000,5.798566
0.500000,7.598121
0.500000,4.998764
0.500000,1.999506
0.500000,5.798566
0.500000,10.597380
0.500000,6.398418
0.500000,5.998517
0.500000,4.998764
0.500000,7.998023
0.500000,3.799061
0.500000,3.399160
0.500000,2.199456
0.500000,7.198220
0.500000,2.399407
0.500000,4.598863
0.500000,5.198715
0.500000,3.799061
0.500000,3.999011
0.500000,3.999011
0.500000,4.598863
0.500000,7.598121
0.500000,5.998517
0.500000,8.197973
0.500000,6.198467
0.500000,5.998517
0.500000,7.798072
0.500000,4.798814
0.500000,9.997528
0.500000,7.598121
0.500000,4.598863
0.500000,6.998270
0.500000,5.798566
0.500000,2.799308
0.500000,5.598616
0.500000,2.399407
0.500000,4.998764
0.500000,5.798566
0.500000,4.198962
0.500000,5.998517
0.500000,2.799308
0.500000,7.798072
0.500000,1.599605
0.500000,3.199209
0.500000,4.998764
0.500000,5.798566
0.500000,5.398665
0.500000,3.799061
0.500000,6.398418
0.500000,3.199209
0.500000,4.798814
0.500000,2.399407
0.500000,5.998517
0.500000,4.798814
0.500000,2.199456
0.500000,8.397924
0.500000,3.999011
0.500000,5.198715
0.500000,3.799061
0.500000,6.598369
0.500000,6.398418
0.500000,6.398418
0.500000,5.998517
0.500000,5.398665
0.500000,4.598863
0.500000,3.999011
0.500000,9.997528
0.500000,5.198715
0.500000,6.998270
0.500000,4.598863
0.500000,4.998764
0.500000,3.799061
0.500000,6.998270
0.500000,5.398665
0.500000,5.598616
0.500000,8.797825
0.500000,5.198715
0.500000,4.198962
0.500000,7.598121
0.500000,8.597874
0.500000,10.796447
0.500000,5.798092
0.500000,4.998355
0.500000,1.999342
0.500000,3.798750
0.500000,8.197302
0.500000,5.398223
0.500000,4.398552
0.500000,5.198289
0.500000,7.997368
0.500000,5.198289
0.500000,6.997697
0.500000,6.797763
0.500000,8.997039
0.500000,7.397565
0.500000,3.398881
0.500000,7.397565
0.500000,4.398552
0.500000,4.198618
0.500000,5.198289
0.500000,4.398552
0.500000,4.598487
0.500000,5.198289
0.500000,8.397236
0.500000,5.798092
0.500000,4.198618
0.500000,3.198947
0.500000,6.397894
0.500000,7.797434
0.500000,5.798092
0.500000,4.598487
0.500000,2.799079
0.500000,4.998355
0.500000,5.998026
0.500000,4.598487
0.500000,6.197960
0.500000,6.197960
0.500000,2.599145
0.500000,3.798750
0.500000,5.998026
0.500000,8.597171
0.500000,4.998355
0.500000,2.999013
0.500000,5.598158
0.500000,7.997368
0.500000,4.398552
0.500000,8.397236
0.500000,3.998684
0.500000,1.399539
0.500000,7.797434
0.500000,3.598816
0.500000,4.198618
0.500000,7.397565
0.500000,4.598487
0.500000,4.198618
0.500000,5.798092
0.500000,3.998684
0.500000,6.197960
0.500000,4.198618
0.500000,4.398552
0.500000,5.998026
0.500000,6.197960
0.500000,8.397236
0.500000,7.597500
0.500000,5.198289
0.500000,5.198289
0.500000,2.599145
0.500000,4.998355
0.500000,7.997368
0.500000,7.197631
0.500000,6.197960
0.500000,7.397565
0.500000,8.597171
0.500000,7.197631
0.500000,5.798092
0.500000,6.397894
0.500000,3.598816
0.500000,1.999342
0.500000,8.197302
0.500000,8.197302
0.500000,7.197631
0.500000,6.197960
0.500000,7.997368
0.500000,4.398552
0.500000,4.598487
0.500000,6.397894
0.500000,3.198947
0.500000,7.597500
0.500000,5.598158
0.500000,2.199276
0.500000,5.998026
0.500000,5.998026
0.500000,2.999013
0.500000,6.197960
0.500000,6.797763
0.500000,5.398223
0.500000,6.197960
0.500000,3.998684
0.500000,6.597829
0.500000,4.998355
0.500000,4.198618
0.500000,2.799079
0.500000,8.397236
0.500000,6.197960
0.500000,6.197960
0.500000,5.398223
0.500000,6.597829
0.500000,4.398552
0.500000,4.598487
0.500000,3.998684
0.500000,3.598816
0.500000,6.797763
0.500000,7.997368
0.500000,5.198289
0.500000,4.198618
0.500000,6.797763
0.500000,3.997879
0.500000,3.198303
0.500000,5.796925
0.500000,7.795864
0.500000,7.995758
0.500000,6.396607
0.500000,6.196713
0.500000,6.996288
0.500000,3.997879
0.500000,2.798515
0.500000,8.795334
0.500000,7.795864
0.500000,4.797455
0.500000,8.395546
0.500000,5.996819
0.500000,7.995758
0.500000,4.397667
0.500000,7.396076
0.500000,6.996288
0.500000,2.398727
0.500000,8.595440
0.500000,2.198834
0.500000,2.998409
0.500000,8.995228
0.500000,7.196182
0.500000,10.194592
0.500000,3.997879
0.500000,7.196182
0.500000,6.196713
0.500000,5.796925
0.500000,5.796925
0.500000,7.995758
0.500000,7.396076
0.500000,3.198303
0.500000,1.599152
0.500000,4.597561
0.500000,7.595970
0.500000,8.995228
0.500000,5.796925
0.500000,4.597561
0.500000,7.995758
0.500000,7.795864
0.500000,3.997879
0.500000,3.398197
0.500000,5.996819
0.500000,9.395016
0.500000,3.398197
0.500000,6.796394
0.500000,4.797455
0.500000,6.596501
0.500000,7.795864
0.500000,4.597561
0.500000,5.597031
0.500000,7.196182
0.500000,4.797455
0.500000,4.597561
0.500000,6.396607
0.500000,9.395016
0.500000,4.597561
0.500000,5.996819
0.500000,3.997879
0.500000,4.797455
0.500000,5.397137
0.500000,6.996288
0.500000,6.596501
0.500000,2.198834
0.500000,2.998409
0.500000,5.197243
0.500000,2.398727
0.500000,5.996819
0.500000,3.797985
0.500000,6.396607
0.500000,3.598091
0.500000,5.397137
0.500000,8.195652
0.500000,3.598091
0.500000,5.197243
0.500000,3.598091
0.500000,4.797455
0.500000,9.794804
0.500000,4.997349
0.500000,8.195652
0.500000,6.596501
0.500000,5.397137
0.500000,4.397667
0.500000,5.996819
0.500000,7.396076
0.500000,8.195652
0.500000,4.997349
0.500000,8.195652
0.500000,6.996288
0.500000,4.997349
0.500000,5.397137
0.500000,5.197243
0.500000,8.195652
0.500000,9.794804
0.500000,4.397667
0.500000,1.998940
0.500000,5.597031
0.500000,5.197243
0.500000,7.995758
0.500000,3.997879
0.500000,2.398727
0.500000,4.997349
0.500000,4.597561
0.500000,3.997879
0.500000,4.997349
0.500000,4.597561
0.500000,4.197773
0.500000,6.596501
0.500000,3.598091
0.500000,3.797985
0.500000,2.998409
0.500000,3.797985
0.500000,6.796394
0.500000,4.397667
0.500000,4.001251
0.500000,4.001251
0.500000,6.402002
0.500000,3.601126
0.500000,5.001564
0.500000,5.601751
0.500000,7.202252
0.500000,4.401376
0.500000,7.602377
0.500000,2.400751
0.500000,7.602377
0.500000,7.402314
0.500000,8.202564
0.500000,5.401689
0.500000,2.800876
0.500000,4.401376
0.500000,2.600813
0.500000,4.601439
0.500000,5.801814
0.500000,6.001876
0.500000,7.202252
0.500000,5.801814
0.500000,6.602064
0.500000,5.601751
0.500000,4.801501
0.500000,3.401063
0.500000,6.602064
0.500000,6.802127
0.500000,4.601439
0.500000,7.602377
0.500000,10.203190
0.500000,5.401689
0.500000,4.201314
0.500000,4.001251
0.500000,8.402627
0.500000,5.801814
0.500000,7.002189
0.500000,7.002189
0.500000,6.001876
0.500000,5.601751
0.500000,4.401376
0.500000,6.602064
0.500000,9.402940
0.500000,4.401376
0.500000,4.801501
0.500000,2.600813
0.500000,7.402314
0.500000,5.601751
0.500000,6.802127
0.500000,6.802127
0.500000,5.801814
0.500000,7.002189
0.500000,3.201001
0.500000,3.201001
0.500000,5.401689
0.500000,3.401063
0.500000,5.201626
0.500000,5.401689
0.500000,7.602377
0.500000,5.601751
0.500000,4.201314
0.500000,7.802439
0.500000,3.000938
0.500000,9.002815
0.500000,4.001251
0.500000,6.001876
0.500000,7.802439
0.500000,7.202252
0.500000,3.000938
0.500000,6.402002
0.500000,6.602064
0.500000,9.803065
0.500000,5.801814
0.500000,9.202877
0.500000,4.201314
0.500000,7.202252
0.500000,7.402314
0.500000,3.201001
0.500000,7.802439
0.500000,2.000625
0.500000,4.001251
0.500000,5.201626
0.500000,5.001564
0.500000,5.801814
0.500000,6.201939
0.500000,2.400751
0.500000,7.802439
0.500000,3.201001
0.500000,3.601126
0.500000,5.601751
0.500000,7.002189
0.500000,0.400125
0.500000,7.402314
0.500000,6.602064
0.500000,7.402314
0.500000,5.601751
0.500000,6.402002
0.500000,6.402002
0.500000,7.402314
0.500000,6.201939
0.500000,3.201001
0.500000,7.202252
0.500000,4.201314
0.500000,7.202252
0.500000,3.201001
0.500000,6.201939
0.500000,2.800876
0.500000,3.201001
0.500000,7.602377
0.500000,6.001876
0.500000,2.600813
0.500000,5.001564
0.500000,5.401689
0.500000,6.201939
0.500000,4.201314
0.500000,3.601126
0.500000,5.201626
0.500000,8.002502
0.500000,5.401689
0.500000,6.402002
0.500000,6.201939
0.500000,8.002502
0.500000,5.993224
0.500000,3.995483
0.500000,6.992095
0.500000,4.994353
0.500000,4.195257
0.500000,4.395031
0.500000,2.996612
0.500000,4.395031
0.500000,5.593676
0.500000,2.197516
0.500000,0.399548
0.500000,2.597064
0.500000,6.192998
0.500000,8.390514
0.500000,6.392772
0.500000,8.390514
0.500000,3.196386
0.500000,5.993224
0.500000,7.791191
0.500000,6.792321
0.500000,4.395031
0.500000,6.992095
0.500000,4.794579
0.500000,5.593676
0.500000,8.790062
0.500000,2.197516
0.500000,5.393902
0.500000,4.794579
0.500000,4.195257
0.500000,4.794579
0.500000,5.793450
0.500000,5.993224
0.500000,6.192998
0.500000,5.593676
0.500000,4.594805
0.500000,6.392772
0.500000,5.194128
0.500000,3.595934
0.500000,5.194128
0.500000,4.794579
0.500000,7.191869
0.500000,4.395031
0.500000,2.996612
0.500000,7.990966
0.500000,3.995483
0.500000,6.792321
0.500000,2.597064
0.500000,3.795709
0.500000,9.589159
0.500000,5.593676
0.500000,10.188481
0.500000,6.592547
0.500000,5.793450
0.500000,7.791191
0.500000,5.993224
0.500000,1.398419
0.500000,6.792321
0.500000,5.393902
0.500000,7.591417
0.500000,3.995483
0.500000,5.993224
0.500000,3.795709
0.500000,2.996612
0.500000,5.393902
0.500000,1.797967
0.500000,6.192998
0.500000,6.592547
0.500000,5.593676
0.500000,9.788933
0.500000,5.593676
0.500000,6.192998
0.500000,2.996612
0.500000,3.995483
0.500000,6.192998
0.500000,8.190740
0.500000,7.391643
0.500000,13.784415
0.500000,4.794579
0.500000,4.395031
0.500000,6.392772
0.500000,5.993224
0.500000,6.192998
0.500000,10.588029
0.500000,6.192998
0.500000,6.992095
0.500000,2.597064
0.500000,5.993224
0.500000,9.988707
0.500000,4.794579
0.500000,8.390514
0.500000,6.392772
0.500000,6.792321
0.500000,1.398419
0.500000,6.792321
0.500000,6.792321
0.500000,7.391643
0.500000,4.395031
0.500000,3.196386
0.500000,5.593676
0.500000,7.391643
0.500000,3.795709
0.500000,2.796838
0.500000,5.194128
0.500000,9.589159
0.500000,5.194128
0.500000,8.790062
0.500000,7.791191
