cap,bottom,center,top
0.000000,6.015877,5.514554,5.013231
0.000000,4.612172,5.815348,7.018523
0.000000,6.015877,6.416936,6.817994
0.000000,6.817994,7.219052,7.620111
0.000000,6.216406,5.013231,3.810055
0.000000,7.820640,6.717729,5.614819
0.000000,8.622757,8.121434,7.620111
0.000000,8.823286,6.617465,4.411643
0.000000,3.408997,4.511908,5.614819
0.000000,9.224345,39.403995,69.583644
0.000000,3.810055,18.248160,32.686265
0.000000,7.419582,19.050277,30.680973
0.000000,9.424874,7.720376,6.015877
0.000000,6.817994,6.216406,5.614819
0.000000,3.408997,4.110849,4.812702
0.000000,1.203175,13.936782,26.670388
0.000000,2.205822,4.612172,7.018523
0.000000,3.208468,3.810055,4.411643
0.000000,4.211114,5.414289,6.617465
0.000000,7.219052,6.316671,5.414289
0.000000,12.031754,3.108203,-5.815348
0.000000,6.416936,6.717729,7.018523
0.000000,4.211114,5.113495,6.015877
0.000000,5.414289,15.340486,25.266684
0.000000,9.424874,8.221699,7.018523
0.000000,3.810055,5.815348,7.820640
0.000000,0.401058,2.907674,5.414289
0.000000,6.015877,6.416936,6.817994
0.000000,5.614819,6.216406,6.817994
0.000000,6.416936,7.419582,8.422228
0.000000,9.023816,8.221699,7.419582
0.000000,5.815348,6.817994,7.820640
0.000000,4.612172,5.414289,6.216406
0.000000,7.419582,7.820640,8.221699
0.000000,7.018523,6.517200,6.015877
0.000000,7.219052,6.717729,6.216406
0.000000,8.221699,7.118788,6.015877
0.000000,4.812702,6.517200,8.221699
0.000000,9.424874,8.121434,6.817994
0.000000,6.015877,5.414289,4.812702
0.000000,7.820640,6.918259,6.015877
0.000000,5.213760,6.015877,6.817994
0.000000,9.424874,8.622757,7.820640
0.000000,7.419582,19.752130,32.084678
0.000000,5.213760,4.912966,4.612172
0.000000,3.810055,6.416936,9.023816
0.000000,3.609526,6.116142,8.622757
0.000000,3.810055,5.514554,7.219052
0.000000,3.609526,-5.815348,-15.240222
0.000000,5.013231,5.614819,6.216406
0.000000,9.825932,10.226991,10.628049
0.000000,8.221699,7.118788,6.015877
0.000000,4.007724,4.709075,5.410427
0.000000,4.208110,-1.703283,-7.614675
0.000000,3.807338,5.911393,8.015448
0.000000,4.408496,2.705214,1.001931
