cap,bottom,center,top
0.000000,3.381946,5.470795,7.559645
0.000000,5.172388,6.067610,6.962831
0.000000,4.177698,5.470795,6.763893
0.000000,14.124599,10.444246,6.763893
0.000000,19.495926,21.684244,23.872562
0.000000,6.366017,6.564955,6.763893
0.000000,6.564955,6.465486,6.366017
0.000000,6.763893,7.161769,7.559645
0.000000,2.586194,26.956101,51.326009
0.000000,4.575574,4.774512,4.973450
0.000000,13.129909,9.847432,6.564955
0.000000,4.177698,4.476105,4.774512
0.000000,9.350087,7.659114,5.968141
0.000000,13.328847,10.344777,7.360707
0.000000,2.984070,4.873981,6.763893
0.000000,13.129909,24.469376,35.808843
0.000000,3.779822,5.868672,7.957521
0.000000,6.763893,6.564955,6.366017
0.000000,6.962831,7.460176,7.957521
0.000000,6.366017,18.003891,29.641765
0.000000,3.779822,4.476105,5.172388
0.000000,8.355397,7.659114,6.962831
0.000000,3.978760,6.763893,9.549025
0.000000,4.575574,5.271857,5.968141
0.000000,4.774512,12.533095,20.291678
0.000000,6.564955,6.763893,6.962831
0.000000,3.381946,4.476105,5.570264
0.000000,6.167079,5.968141,5.769203
0.000000,4.177698,5.769203,7.360707
0.000000,16.909731,11.140529,5.371326
0.000000,5.172388,27.552915,49.933442
0.000000,6.366017,6.067610,5.769203
0.000000,5.172388,5.570264,5.968141
0.000000,6.763893,5.669733,4.575574
0.000000,5.570264,5.769203,5.968141
0.000000,7.758583,20.490616,33.222649
0.000000,5.371326,4.973450,4.575574
0.000000,3.978760,17.705484,31.432207
0.000000,8.952211,7.659114,6.366017
0.000000,9.549025,8.653804,7.758583
0.000000,7.957521,5.968141,3.978760
0.000000,3.381946,5.470795,7.559645
0.000000,3.381946,4.476105,5.570264
0.000000,2.586194,3.879291,5.172388
0.000000,5.570264,5.271857,4.973450
0.000000,7.161769,5.868672,4.575574
0.000000,6.962831,6.664424,6.366017
0.000000,2.586194,28.945482,55.304769
0.000000,4.774512,6.564955,8.355397
0.000000,7.559645,10.643184,13.726723
0.000000,6.564955,5.669733,4.774512
0.000000,5.292469,5.194460,5.096452
0.000000,18.033598,11.957060,5.880521
0.000000,5.684504,5.978530,6.272556
0.000000,6.860608,6.860608,6.860608
0.000000,4.704417,5.586495,6.468573
0.000000,5.684504,6.076539,6.468573
0.000000,4.312382,6.566582,8.820782
0.000000,6.860608,25.188233,43.515857
0.000000,4.116365,5.390478,6.664591
0.000000,5.096452,6.076539,7.056625
0.000000,23.326068,14.995329,6.664591
0.000000,8.428747,6.468573,4.508400
0.000000,3.332295,4.998443,6.664591
0.000000,8.036712,6.664591,5.292469
0.000000,7.644678,23.914120,40.183562
0.000000,4.900434,4.900434,4.900434
0.000000,3.724330,5.096452,6.468573
0.000000,5.684504,5.782513,5.880521
0.000000,7.644678,8.428747,9.212817
0.000000,5.292469,5.488486,5.684504
0.000000,4.900434,10.976973,17.053512
0.000000,7.644678,7.742686,7.840695
0.000000,7.644678,6.664591,5.684504
0.000000,9.212817,7.938704,6.664591
0.000000,4.116365,5.096452,6.076539
0.000000,5.488486,5.488486,5.488486
0.000000,7.056625,5.586495,4.116365
0.000000,7.840695,7.644678,7.448660
0.000000,3.528313,4.900434,6.272556
0.000000,8.624764,7.056625,5.488486
0.000000,3.920347,18.621651,33.322954
0.000000,29.794641,18.621651,7.448660
0.000000,6.468573,5.194460,3.920347
0.000000,6.468573,6.370565,6.272556
0.000000,6.076539,5.880521,5.684504
0.000000,2.744243,3.822339,4.900434
0.000000,6.860608,16.759486,26.658363
0.000000,6.076539,6.174547,6.272556
