cap,bottom,center,top
0.500000,0.000000,1.976234,3.952468
0.500000,1.976234,3.458410,4.940586
0.500000,0.000000,1.482176,2.964351
0.500000,0.000000,5.434644,10.869288
0.500000,9.881171,4.940586,0.000000
0.500000,0.000000,2.964351,5.928703
0.500000,5.928703,3.458410,0.988117
0.500000,0.988117,4.940586,8.893054
0.500000,5.928703,5.434644,4.940586
0.500000,7.904937,3.952468,0.000000
0.500000,7.904937,4.446527,0.988117
0.500000,2.964351,4.446527,5.928703
0.500000,10.869288,5.434644,0.000000
0.500000,0.000000,2.964351,5.928703
0.500000,0.000000,-0.988117,-1.976234
0.500000,23.714811,11.857405,0.000000
0.500000,0.000000,0.000000,0.000000
0.500000,0.000000,1.482176,2.964351
0.500000,1.976234,3.458410,4.940586
0.500000,6.916820,7.410878,7.904937
0.500000,0.000000,0.000000,0.000000
0.500000,4.940586,5.434644,5.928703
0.500000,7.904937,8.398995,8.893054
0.500000,0.000000,1.976234,3.952468
0.500000,6.916820,6.916820,6.916820
0.500000,0.000000,1.976234,3.952468
0.500000,0.000000,0.988117,1.976234
0.500000,13.833640,10.375230,6.916820
0.500000,0.000000,0.494059,0.988117
0.500000,0.000000,1.482176,2.964351
0.500000,9.881171,8.893054,7.904937
0.500000,5.928703,9.881171,13.833640
0.500000,0.000000,2.470293,4.940586
0.500000,0.000000,0.000000,0.000000
0.500000,0.988117,0.494059,0.000000
0.500000,8.893054,4.446527,0.000000
0.500000,11.857405,5.928703,0.000000
0.500000,2.964351,2.470293,1.976234
0.500000,2.964351,5.928703,8.893054
0.500000,0.000000,5.434644,10.869288
0.500000,0.988117,0.494059,0.000000
0.500000,0.000000,4.446527,8.893054
0.500000,16.797991,10.375230,3.952468
0.500000,1.976234,0.988117,0.000000
0.500000,0.000000,3.458410,6.916820
0.500000,5.928703,4.446527,2.964351
0.500000,7.904937,8.398995,8.893054
0.500000,0.000000,0.000000,0.000000
0.500000,-1.976234,-0.988117,0.000000
0.500000,11.857405,5.928703,0.000000
0.500000,9.881171,6.422761,2.964351
0.500000,0.000000,0.000000,0.000000
0.500000,7.904937,9.881171,11.857405
0.500000,-0.988117,1.976234,4.940586
0.500000,0.000000,0.000000,0.000000
0.500000,-1.976234,-0.988117,0.000000
0.500000,10.869288,5.434644,0.000000
0.500000,16.797991,11.857405,6.916820
0.500000,0.000000,0.000000,0.000000
0.500000,0.000000,3.458410,6.916820
0.500000,0.000000,0.988117,1.976234
0.500000,5.928703,3.952468,1.976234
0.500000,0.000000,0.494059,0.988117
0.500000,10.810023,6.879105,2.948188
0.500000,0.000000,2.456823,4.913647
0.500000,6.879105,6.879105,6.879105
0.500000,0.000000,5.405011,10.810023
0.500000,4.913647,3.439553,1.965459
0.500000,0.982729,1.965459,2.948188
0.500000,0.000000,0.000000,0.000000
0.500000,0.000000,5.405011,10.810023
0.500000,0.000000,2.948188,5.896376
0.500000,11.792752,9.827293,7.861835
0.500000,0.000000,3.439553,6.879105
0.500000,0.000000,0.000000,0.000000
0.500000,7.861835,3.930917,0.000000
0.500000,20.637316,15.232305,9.827293
0.500000,0.000000,0.000000,0.000000
0.500000,2.948188,0.982729,-0.982729
0.500000,11.792752,10.318658,8.844564
0.500000,3.930917,3.930917,3.930917
0.500000,0.000000,-0.491365,-0.982729
0.500000,-6.879105,-3.439553,0.000000
0.500000,1.965459,0.982729,0.000000
0.500000,0.000000,0.000000,0.000000
0.500000,0.000000,0.491365,0.982729
0.500000,0.000000,0.000000,0.000000
0.500000,6.879105,6.879105,6.879105
0.500000,0.000000,0.000000,0.000000
0.500000,3.930917,1.965459,0.000000
0.500000,0.000000,2.456823,4.913647
0.500000,3.930917,2.948188,1.965459
0.500000,8.844564,8.844564,8.844564
0.500000,0.000000,0.000000,0.000000
0.500000,0.000000,2.948188,5.896376
0.500000,7.861835,3.930917,0.000000
0.500000,0.000000,0.000000,0.000000
0.500000,0.982729,0.491365,0.000000
0.500000,0.000000,0.982729,1.965459
0.500000,17.689128,11.301387,4.913647
0.500000,0.000000,-0.491365,-0.982729
0.500000,-1.965459,1.965459,5.896376
0.500000,10.810023,5.896376,0.982729
0.500000,0.000000,3.930917,7.861835
0.500000,4.913647,4.913647,4.913647
0.500000,0.000000,0.000000,0.000000
0.500000,0.000000,1.965459,3.930917
0.500000,3.930917,6.879105,9.827293
0.500000,0.000000,4.913647,9.827293
0.500000,-3.930917,-0.982729,1.965459
0.500000,3.930917,4.422282,4.913647
0.500000,0.000000,1.474094,2.948188
0.500000,2.948188,2.456823,1.965459
0.500000,12.775481,6.387741,0.000000
0.500000,0.000000,1.474094,2.948188
0.500000,14.740940,6.879105,-0.982729
0.500000,19.654587,9.827293,0.000000
0.500000,6.879105,4.422282,1.965459
0.500000,0.000000,1.474094,2.948188
0.500000,0.000000,2.456823,4.913647
0.500000,-0.982729,-0.491365,0.000000
0.500000,4.913647,6.387741,7.861835
