31.9,0.59034,0.56045,0.65261,0.61524
32,0.57871,0.59117,0.64347,0.61607
32.1,0.57954,0.57041,0.64347,0.62189
32.2,0.56875,0.56377,0.63766,0.61275
32.3,0.57456,0.57788,0.64264,0.60113
32.4,0.592,0.58452,0.62438,0.61358
32.5,0.58452,0.58535,0.61441,0.61607
32.6,0.58286,0.59698,0.6169,0.6086
32.7,0.57124,0.59615,0.62936,0.59698
32.8,0.58286,0.59532,0.63268,0.61773
32.9,0.57788,0.592,0.60113,0.62189
33,0.57705,0.58951,0.62106,0.63268
33.1,0.58203,0.59615,0.60279,0.6194
33.2,0.58867,0.59698,0.61026,0.62023
33.3,0.59532,0.58784,0.60611,0.60528
33.4,0.60445,0.60279,0.6086,0.60279
33.5,0.60362,0.59615,0.59449,0.59449
33.6,0.592,0.59781,0.56543,0.60113
33.7,0.59117,0.62023,0.58369,0.60113
33.8,0.59864,0.63766,0.592,0.592
33.9,0.59781,0.64098,0.58867,0.58867
34,0.58784,0.63766,0.59034,0.5812
34.1,0.60113,0.62936,0.5812,0.57954
34.2,0.60279,0.62272,0.58203,0.58286
34.3,0.59449,0.62106,0.58452,0.59283
34.4,0.60694,0.62272,0.56626,0.58286
34.5,0.59532,0.63932,0.57871,0.57207
34.6,0.60445,0.64596,0.56211,0.58535
34.7,0.60611,0.63434,0.5646,0.58867
34.8,0.60279,0.62023,0.57539,0.59864
34.9,0.61026,0.61026,0.58203,0.59781
35,0.592,0.59864,0.57871,0.59615
35.1,0.59615,0.62853,0.57954,0.6086
35.2,0.59615,0.63019,0.57871,0.60113
35.3,0.61109,0.65012,0.57954,0.59947
35.4,0.60113,0.63351,0.57622,0.58535
35.5,0.6194,0.6277,0.58784,0.59117
35.6,0.60528,0.62853,0.57456,0.58037
35.7,0.60777,0.61607,0.58784,0.59117
35.8,0.6194,0.62189,0.60611,0.58369
35.9,0.62106,0.6169,0.61109,0.58535
36,0.61192,0.62521,0.6169,0.58037
36.1,0.62438,0.62106,0.62936,0.5812
36.2,0.60943,0.60611,0.6468,0.58618
36.3,0.60445,0.59615,0.64846,0.6003
