0,6,6,6
0,0.87762,0.83195,0.85935
0.1,1.013,0.96397,0.98804
0.2,1.0827,1.096,1.057
0.3,1.2139,1.1666,1.1815
0.4,1.2845,1.3119,1.2546
0.5,1.3517,1.3758,1.3891
0.6,1.4173,1.4472,1.4621
0.7,1.5551,1.5825,1.5319
0.8,1.6182,1.649,1.5966
0.9,1.6905,1.7071,1.6614
1,1.7652,1.781,1.727
1.1,1.8316,1.8515,1.7934
1.2,1.9088,1.9271,1.8673
1.3,1.9753,2.001,1.9487
1.4,2.0516,2.001,2.0118
1.5,2.1272,2.0674,2.084
1.6,2.1978,2.1421,2.1579
1.7,2.2742,2.2086,2.1579
1.8,2.2742,2.285,2.2268
1.9,2.3481,2.3613,2.2966
2,2.4253,2.4386,2.3688
2.1,2.5017,2.5091,2.4485
2.2,2.5764,2.5855,2.4485
2.3,2.6503,2.5855,2.5282
2.4,2.735,2.6602,2.5955
2.5,2.735,2.7341,2.6785
2.6,2.8097,2.8172,2.7549
2.7,2.8869,2.8172,2.7549
2.8,2.9633,2.8969,2.8379
2.9,3.0372,2.9625,2.9193
3,3.1152,2.9625,3.0032
3.1,3.1152,3.0347,3.0845
3.2,3.2008,3.1202,3.0845
3.3,3.2747,3.2016,3.1725
3.4,3.2747,3.2016,3.2647
3.5,3.3585,3.2821,3.2647
3.6,3.4424,3.371,3.3444
3.7,3.4424,3.371,3.4316
3.8,3.5262,3.4548,3.4316
3.9,3.6068,3.5387,3.5038
4,3.6068,3.5387,3.5868
4.1,3.6956,3.6126,3.5868
4.2,3.6956,3.7014,3.674
4.3,3.7728,3.7861,3.674
4.4,3.7728,3.7861,3.7529
4.5,3.8517,3.8625,3.8359
4.6,3.8517,3.9356,3.8359
4.7,3.9347,3.9356,3.9173
4.8,4.0244,4.0186,4.002
4.9,4.0244,4.1058,4.002
5,4.1074,4.1058,4.0825
5.1,4.1074,4.1938,4.1664
5.2,4.1905,4.1938,4.1664
5.3,4.2735,4.2793,4.2627
5.4,4.2735,4.2793,4.2627
5.5,4.3424,4.3623,4.3482
5.6,4.3424,4.3623,4.4437
5.7,4.3424,4.4528,4.4437
5.8,4.4337,4.4528,4.5251
5.9,4.4337,4.5367,4.5251
6,4.5168,4.5367,4.6073
6.1,4.5168,4.6164,4.6073
6.2,4.6006,4.6164,4.6862
6.3,4.6006,4.6895,4.6862
6.4,4.6795,4.6895,4.775
6.5,4.6795,4.7692,4.775
6.6,4.6795,4.7692,4.8647
6.7,4.7617,4.8539,4.8647
6.8,4.7617,4.8539,4.8647
6.9,4.8572,4.9435,4.956
7,4.8572,4.9435,4.956
7.1,4.8572,5.0316,4.956
7.2,4.9427,5.0316,5.0415
7.3,4.9427,5.0316,5.0415
7.4,4.9427,5.1171,5.0415
7.5,5.0349,5.1171,5.1345
7.6,5.0349,5.1993,5.1345
7.7,5.0349,5.1993,5.1345
7.8,5.1304,5.1993,5.2134
7.9,5.1304,5.279,5.2134
8,5.1304,5.279,5.2134
8.1,5.22,5.279,5.2134
8.2,5.22,5.279,5.3022
8.3,5.22,5.3728,5.3022
8.4,5.22,5.3728,5.3022
8.5,5.3031,5.3728,5.3022
8.6,5.3031,5.3728,5.3022
8.7,5.3031,5.4683,5.3902
8.8,5.3031,5.4683,5.3902
8.9,5.3902,5.4683,5.3902
9,5.3902,5.4683,5.3902
9.1,5.3902,5.4683,5.3902
9.2,5.3902,5.5405,5.4699
9.3,5.4716,5.5405,5.4699
9.4,5.4716,5.5405,5.4699
9.5,5.4716,5.5405,5.4699
9.6,5.4716,5.5405,5.4699
9.7,5.4716,5.6327,5.548
9.8,5.5646,5.6327,5.548
9.9,5.5646,5.6327,5.548
10,5.5646,5.6327,5.548
10.1,5.5646,5.6327,5.548
10.2,5.5646,5.6327,5.6302
10.3,5.5646,5.6327,5.6302
10.4,5.6443,5.6991,5.6302
10.5,5.6443,5.6991,5.6302
10.6,5.6443,5.6991,5.6302
10.7,5.6443,5.6991,5.6302
10.8,5.6443,5.6991,5.7107
10.9,5.6443,5.6991,5.7107
11,5.6443,5.6991,5.7107
11.1,5.6443,5.6991,5.7107
11.2,5.7365,5.6991,5.7107
11.3,5.7365,5.7805,5.7107
11.4,5.7365,5.7805,5.7107
11.5,5.7365,5.7805,5.7888
11.6,5.7365,5.7805,5.7888
11.7,5.7365,5.7805,5.7888
11.8,5.7365,5.7805,5.7888
11.9,5.7365,5.7805,5.7888
12,5.8087,5.7805,5.7888
12.1,5.8087,5.7805,5.7888
12.2,5.8087,5.7805,5.7888
12.3,5.8087,5.7805,5.7888
12.4,5.8087,5.8486,5.8635
12.5,5.8087,5.8486,5.8635
12.6,5.8087,5.8486,5.8635
12.7,5.8087,5.8486,5.8635
12.8,5.8087,5.8486,5.8635
12.9,5.8087,5.8486,5.8635
13,5.8087,5.8486,5.8635
13.1,5.8087,5.8486,5.8635
13.2,5.8934,5.8486,5.8635
13.3,5.8934,5.8486,5.8635
13.4,5.8934,5.8486,5.8635
13.5,5.8934,5.8486,5.8635
13.6,5.8934,5.8486,5.8635
13.7,5.8934,5.8486,5.8635
13.8,5.8934,5.8486,5.8635
13.9,5.8934,5.8486,5.8635
14,5.8934,5.8486,5.8635
14.1,5.8934,5.8486,5.8635
14.2,5.8934,5.8486,5.944
14.3,5.8934,5.9258,5.944
14.4,5.8934,5.9258,5.944
14.5,5.8934,5.9258,5.944
14.6,5.8934,5.9258,5.944
14.7,5.8934,5.9258,5.944
14.8,5.8934,5.9258,5.944
14.9,5.8934,5.9258,5.944
15,5.9673,5.9258,5.944
15.1,5.9673,5.9258,5.944
15.2,5.9673,5.9258,5.944
15.3,5.9673,5.9258,5.944
15.4,5.9673,5.9258,5.944
15.5,5.9673,5.9258,5.944
15.6,5.9673,5.9258,5.944
15.7,5.9673,5.9258,5.944
15.8,5.9673,5.9258,5.944
15.9,5.9673,5.9258,5.944
16,5.9673,5.9258,5.944
16.1,5.9673,5.9258,5.944
16.2,5.9673,5.9258,5.944
16.3,5.9673,5.9258,5.944
16.4,5.9673,5.9258,5.944
16.5,5.9673,5.9258,5.944
16.6,5.9673,5.9258,5.944
16.7,5.9673,5.9258,5.944
16.8,5.9673,5.9258,5.944
16.9,5.9673,5.9258,5.944
17,5.9673,5.9258,5.944
17.1,5.9673,5.9258,5.944
17.2,5.9673,5.9822,5.944
17.3,5.9673,5.9822,5.944
17.4,5.9673,5.9822,5.944
17.5,5.9673,5.9822,5.944
17.6,5.9673,5.9822,5.944
17.7,5.9673,5.9822,5.944
17.8,5.9673,5.9822,5.944
17.9,5.9673,5.9822,5.944
18,5.9673,5.9822,5.944
18.1,5.9673,5.9822,5.944
18.2,5.9673,5.9822,5.944
18.3,5.9673,5.9822,5.9897
18.4,5.9673,5.9822,5.9897
18.5,5.9673,5.9822,5.9897
18.6,5.9673,5.9822,5.9897
18.7,5.9673,5.9822,5.9897
18.8,5.9673,5.9822,5.9897
18.9,5.9673,5.9822,5.9897
19,5.9673,5.9822,5.9897
19.1,5.9673,5.9822,5.9897
19.2,5.9673,5.9822,5.9897
19.3,5.9673,5.9822,5.9897
19.4,5.9673,5.9822,5.9897
19.5,5.9673,5.9822,5.9897
19.6,5.9673,5.9822,5.9897
19.7,5.9673,5.9822,5.9897
19.8,5.9673,5.9822,5.9897
19.9,5.9673,5.9822,5.9897
20,5.9673,5.9822,5.9897
20.1,5.9673,5.9822,5.9897
20.2,5.9673,5.9822,5.9897
20.3,5.9673,5.9822,5.9897
20.4,5.9673,5.9822,5.9897
20.5,5.993,5.9822,5.9897
20.6,5.993,5.9822,5.9897
20.7,5.993,5.9822,5.9897
20.8,5.993,5.9822,5.9897
20.9,5.993,5.9822,5.9897
21,5.993,5.9822,5.9897
21.1,5.993,5.9822,5.9897
21.2,5.993,5.9822,5.9897
21.3,5.993,5.9822,5.9897
21.4,5.993,5.9822,5.9897
21.5,5.993,5.9822,5.9897
21.6,5.993,5.9822,5.9897
21.7,5.993,5.9822,5.9897
21.8,5.993,5.9822,5.9897
21.9,5.993,5.9822,5.9897
22,5.993,5.9822,5.9897
22.1,5.993,5.9822,5.9897
22.2,5.993,5.9822,5.9897
22.3,5.993,5.9822,5.9897
22.4,5.993,5.9822,5.9897
22.5,5.993,5.9822,5.9897
22.6,5.993,5.9822,5.9897
22.7,5.993,5.9822,5.9897
22.8,5.993,5.9822,5.9897
22.9,5.993,5.9822,5.9897
23,5.993,5.9822,5.9897
23.1,5.993,5.9822,5.9897
23.2,5.993,5.9822,5.9897
23.3,5.993,5.9822,5.9897
23.4,5.993,5.9822,5.9897
23.5,5.993,5.9822,5.9897
23.6,5.993,5.9822,5.9897
23.7,5.993,5.9822,5.9897
23.8,5.993,5.9822,5.9897
23.9,5.993,5.9822,5.9897
24,5.993,5.9822,5.9897
24.1,5.993,5.9822,5.9897
24.2,5.993,5.9822,5.9897
24.3,5.993,5.9822,5.9897
24.4,5.993,5.9947,5.9897
24.5,5.993,5.9947,5.9897
24.6,5.993,5.9947,5.9897
24.7,5.993,5.9947,5.9897
24.8,5.993,5.9947,5.9897
24.9,5.993,5.9947,5.9897
25,5.993,5.9947,5.9897
25.1,5.993,5.9947,5.9897
25.2,5.993,5.9947,5.9897
25.3,5.993,5.9947,5.9897
25.4,5.993,5.9947,5.9897
25.5,5.993,5.9947,5.9897
25.6,5.993,5.9947,5.9897
25.7,5.993,5.9947,5.9897
25.8,5.993,5.9947,5.9897
25.9,5.993,5.9947,5.9897
26,5.993,5.9947,5.9897
26.1,5.993,5.9947,5.9897
26.2,5.993,5.9947,5.9897
26.3,5.993,5.9947,5.9897
26.4,5.993,5.9947,5.9897
26.5,5.993,5.9947,5.9939
26.6,5.993,5.9947,5.9939
26.7,5.993,5.9947,5.9939
26.8,5.993,5.9947,5.9939
26.9,5.993,5.9947,5.9939
27,5.993,5.9947,5.9939
27.1,5.993,5.9947,5.9939
27.2,5.993,5.9947,5.9939
27.3,5.993,5.9947,5.9939
27.4,5.993,5.9947,5.9939
27.5,5.993,5.9947,5.9939
27.6,5.993,5.9947,5.9939
27.7,5.993,5.9947,5.9939
27.8,5.993,5.9947,5.9939
27.9,5.993,5.9947,5.9939
28,5.993,5.9947,5.9939
28.1,5.993,5.9947,5.9939
28.2,5.993,5.9947,5.9939
28.3,5.993,5.9947,5.9939
28.4,5.993,5.9947,5.9939
28.5,5.993,5.9947,5.9939
28.6,5.993,5.9947,5.9939
