0,6,6,6
0,0.46662,0.47908,0.45417
0.1,0.46662,0.47908,0.45417
0.2,0.46662,0.47908,0.45417
0.3,0.46662,0.47908,0.45417
0.4,0.57041,0.58037,0.55214
0.5,0.57041,0.58037,0.55214
0.6,0.57041,0.58037,0.55214
0.7,0.57041,0.58037,0.55214
0.8,0.57041,0.58037,0.55214
0.9,0.57041,0.58037,0.55214
1,0.57041,0.58037,0.55214
1.1,0.57041,0.58037,0.55214
1.2,0.57041,0.67669,0.65178
1.3,0.66838,0.67669,0.65178
1.4,0.66838,0.67669,0.65178
1.5,0.66838,0.67669,0.65178
1.6,0.66838,0.67669,0.65178
1.7,0.66838,0.67669,0.65178
1.8,0.66838,0.67669,0.65178
1.9,0.66838,0.77632,0.65178
2,0.66838,0.77632,0.65178
2.1,0.76387,0.77632,0.74975
2.2,0.76387,0.77632,0.74975
2.3,0.76387,0.77632,0.74975
2.4,0.76387,0.77632,0.74975
2.5,0.76387,0.77632,0.74975
2.6,0.76387,0.77632,0.74975
2.7,0.76387,0.87097,0.74975
2.8,0.86184,0.87097,0.74975
2.9,0.86184,0.87097,0.74975
3,0.86184,0.87097,0.8444
3.1,0.86184,0.87097,0.8444
3.2,0.86184,0.87097,0.8444
3.3,0.86184,0.87097,0.8444
3.4,0.86184,0.96646,0.8444
3.5,0.95649,0.96646,0.8444
3.6,0.95649,0.96646,0.8444
3.7,0.95649,0.96646,0.8444
3.8,0.95649,0.96646,0.8444
3.9,0.95649,0.96646,0.94238
4,0.95649,0.96646,0.94238
4.1,0.95649,1.0594,0.94238
4.2,0.95649,1.0594,0.94238
4.3,1.0511,1.0594,0.94238
4.4,1.0511,1.0594,0.94238
4.5,1.0511,1.0594,0.94238
4.6,1.0511,1.0594,0.94238
4.7,1.0511,1.0594,0.94238
4.8,1.0511,1.0594,0.94238
4.9,1.0511,1.0594,1.037
5,1.1458,1.1524,1.037
5.1,1.1458,1.1524,1.037
5.2,1.1458,1.1524,1.037
5.3,1.1458,1.1524,1.037
5.4,1.1458,1.1524,1.037
5.5,1.1458,1.1524,1.037
5.6,1.1458,1.1524,1.037
5.7,1.2405,1.1524,1.13
5.8,1.2405,1.1524,1.13
5.9,1.2405,1.2438,1.13
6,1.2405,1.2438,1.13
6.1,1.2405,1.2438,1.13
6.2,1.2405,1.2438,1.13
6.3,1.2405,1.2438,1.13
6.4,1.3359,1.2438,1.13
6.5,1.3359,1.2438,1.13
6.6,1.3359,1.2438,1.13
6.7,1.3359,1.3334,1.228
6.8,1.3359,1.3334,1.228
6.9,1.3359,1.3334,1.228
7,1.3359,1.3334,1.228
7.1,1.3359,1.3334,1.228
7.2,1.4264,1.3334,1.228
7.3,1.4264,1.3334,1.228
7.4,1.4264,1.3334,1.228
7.5,1.4264,1.4298,1.228
7.6,1.4264,1.4298,1.228
7.7,1.4264,1.4298,1.3227
7.8,1.4264,1.4298,1.3227
7.9,1.4264,1.4298,1.3227
8,1.5194,1.4298,1.3227
8.1,1.5194,1.4298,1.3227
8.2,1.5194,1.5211,1.3227
8.3,1.5194,1.5211,1.3227
8.4,1.5194,1.5211,1.3227
8.5,1.5194,1.5211,1.3227
8.6,1.5194,1.5211,1.4156
8.7,1.6066,1.5211,1.4156
8.8,1.6066,1.5211,1.4156
8.9,1.6066,1.5211,1.4156
9,1.6066,1.6174,1.4156
9.1,1.6066,1.6174,1.4156
9.2,1.6066,1.6174,1.4156
9.3,1.6996,1.6174,1.4156
9.4,1.6996,1.6174,1.4156
9.5,1.6996,1.6174,1.4156
9.6,1.6996,1.6174,1.5095
9.7,1.6996,1.6174,1.5095
9.8,1.6996,1.7104,1.5095
9.9,1.6996,1.7104,1.5095
10,1.7868,1.7104,1.5095
10.1,1.7868,1.7104,1.5095
10.2,1.7868,1.7104,1.5095
10.3,1.7868,1.7104,1.5095
10.4,1.7868,1.7104,1.5095
10.5,1.7868,1.7104,1.5095
10.6,1.7868,1.8092,1.6049
10.7,1.8781,1.8092,1.6049
10.8,1.8781,1.8092,1.6049
10.9,1.8781,1.8092,1.6049
11,1.8781,1.8092,1.6049
11.1,1.8781,1.8092,1.6049
11.2,1.8781,1.8092,1.6049
11.3,1.8781,1.8955,1.6049
11.4,1.8781,1.8955,1.6049
11.5,1.9694,1.8955,1.6938
11.6,1.9694,1.8955,1.6938
11.7,1.9694,1.8955,1.6938
11.8,1.9694,1.8955,1.6938
11.9,1.9694,1.8955,1.6938
12,1.9694,1.8955,1.6938
12.1,1.9694,1.9902,1.6938
12.2,1.9694,1.9902,1.6938
12.3,2.0616,1.9902,1.6938
12.4,2.0616,1.9902,1.6938
12.5,2.0616,1.9902,1.6938
12.6,2.0616,1.9902,1.7851
12.7,2.0616,1.9902,1.7851
12.8,2.0616,1.9902,1.7851
12.9,2.0616,2.0849,1.7851
13,2.143,2.0849,1.7851
13.1,2.143,2.0849,1.7851
13.2,2.143,2.0849,1.7851
13.3,2.143,2.0849,1.7851
13.4,2.143,2.0849,1.7851
13.5,2.143,2.0849,1.7851
13.6,2.143,2.0849,1.8698
13.7,2.2293,2.0849,1.8698
13.8,2.2293,2.1729,1.8698
