0.000000,1.000000,1.600000
0.006545,1.000000,1.600000
0.013089,1.000000,1.600000
0.019634,0.998437,1.602435
0.026178,0.996874,1.605681
0.032723,0.996093,1.608116
0.039267,0.995312,1.610551
0.045812,0.993749,1.612986
0.052356,0.992967,1.615420
0.058901,0.992186,1.617855
0.065445,0.991405,1.620290
0.071990,0.989842,1.622725
0.078534,0.989060,1.625971
0.085079,0.988279,1.628406
0.091623,0.987498,1.630841
0.098168,0.985935,1.634087
0.104712,0.985153,1.637333
0.111257,0.984372,1.639768
0.117801,0.982809,1.641391
0.124346,0.980465,1.641391
0.130890,0.978902,1.640580
0.137435,0.976558,1.638145
0.143979,0.974214,1.632464
0.150524,0.971870,1.625159
0.157068,0.969525,1.617855
0.163613,0.967181,1.609739
0.170157,0.964837,1.600812
0.176702,0.962493,1.594319
0.183246,0.960930,1.590261
0.189791,0.959367,1.585391
0.196335,0.957023,1.581333
0.202880,0.955460,1.578087
0.209424,0.953116,1.574841
0.215969,0.950772,1.570783
0.222513,0.949209,1.568348
0.229058,0.947646,1.565913
0.235602,0.946083,1.564290
0.242147,0.945302,1.563478
0.248691,0.944520,1.562667
0.255236,0.943739,1.561043
0.261780,0.943739,1.559420
0.268325,0.942958,1.557797
0.274869,0.942176,1.556986
0.281414,0.940613,1.556986
0.287958,0.939051,1.557797
0.294503,0.937488,1.558609
0.301047,0.936706,1.560232
0.307592,0.934362,1.560232
0.314136,0.932799,1.560232
0.320681,0.931237,1.560232
0.327225,0.929674,1.560232
0.333770,0.928111,1.559420
0.340314,0.927330,1.558609
0.346859,0.926548,1.557797
0.353403,0.925767,1.556174
0.359948,0.924204,1.554551
0.366492,0.921860,1.552116
0.373037,0.920297,1.549681
0.379581,0.918734,1.547246
0.386126,0.917171,1.544812
0.392670,0.916390,1.541565
0.399215,0.916390,1.539130
0.405759,0.916390,1.536696
0.412304,0.916390,1.533449
0.418848,0.916390,1.530203
0.425393,0.917171,1.527768
0.431937,0.917953,1.525333
0.438482,0.919516,1.523710
0.445026,0.921078,1.522087
0.451571,0.923423,1.521275
0.458115,0.924985,1.519652
0.464660,0.926548,1.518029
0.471204,0.927330,1.516406
0.477749,0.928111,1.515594
0.484293,0.928111,1.513971
0.490838,0.928111,1.513159
0.497382,0.928111,1.512348
0.503927,0.928111,1.510725
0.510471,0.928111,1.509101
0.517016,0.928111,1.507478
0.523560,0.928111,1.505855
0.530105,0.928111,1.504232
0.536649,0.928111,1.501797
0.543194,0.927330,1.499362
0.549738,0.926548,1.496928
0.556283,0.925767,1.493681
0.562827,0.924985,1.489623
0.569372,0.924204,1.486377
0.575916,0.923423,1.482319
0.582461,0.922641,1.477449
0.589005,0.921860,1.473391
0.595550,0.921078,1.468522
0.602094,0.921078,1.463652
0.608639,0.921860,1.458783
0.615183,0.922641,1.454725
0.621728,0.923423,1.449043
0.628272,0.924204,1.444174
0.634817,0.924204,1.439304
0.641361,0.924204,1.433623
0.647906,0.923423,1.428754
0.654450,0.922641,1.423884
