0.000000,0.850000,1.220000,1.560000,1.980000,2.420000,3.120000
0.028623,0.850000,1.198867,1.560000,1.980000,2.420000,3.120000
0.057245,0.850000,1.198867,1.560000,1.980000,2.400744,3.120000
0.085868,0.850000,1.198867,1.560000,1.980000,2.405558,3.120000
0.114490,0.850000,1.198867,1.560000,1.980000,2.400744,3.120000
0.143113,0.850000,1.198867,1.560000,1.980000,2.400744,3.120000
0.171735,0.850000,1.198867,1.560000,1.980000,2.400744,3.120000
0.200358,0.850000,1.198867,1.560000,1.985014,2.400744,3.120000
0.228980,0.850000,1.198867,1.560000,1.990028,2.400744,3.120000
0.257603,0.855904,1.198867,1.560000,1.995041,2.400744,3.120000
0.286225,0.861808,1.198867,1.560000,1.995041,2.400744,3.120000
0.314848,0.873616,1.198867,1.560000,1.990028,2.400744,3.120000
0.343470,0.885424,1.198867,1.560000,1.985014,2.400744,3.120000
0.372093,0.891328,1.198867,1.560000,1.985014,2.400744,3.120000
0.400716,0.897232,1.198867,1.560000,1.990028,2.400744,3.120000
0.429338,0.891328,1.198867,1.560000,1.995041,2.400744,3.120000
0.457961,0.885424,1.198867,1.560000,2.000055,2.400744,3.120000
0.486583,0.873616,1.198867,1.560000,2.005069,2.400744,3.120000
0.515206,0.861808,1.198867,1.565320,2.010083,2.405558,3.120000
0.543828,0.855904,1.198867,1.570640,2.015097,2.410372,3.120000
0.572451,0.850000,1.198867,1.575961,2.020111,2.415186,3.120000
0.601073,0.850000,1.198867,1.581281,2.020111,2.420000,3.120000
0.629696,0.855904,1.198867,1.581281,2.015097,2.415186,3.120000
0.658318,0.861808,1.198867,1.581281,2.010083,2.410372,3.120000
0.686941,0.873616,1.198867,1.586601,2.005069,2.405558,3.120000
0.715564,0.885424,1.198867,1.591921,2.000055,2.400744,3.120000
0.744186,0.891328,1.198867,1.597242,2.000055,2.405558,3.115654
0.772809,0.897232,1.198867,1.597242,2.000055,2.410372,3.111309
0.801431,0.897232,1.198867,1.591921,1.995041,2.415186,3.106963
0.830054,0.891328,1.198867,1.586601,1.990028,2.420000,3.106963
0.858676,0.885424,1.198867,1.581281,1.985014,2.420000,3.115654
0.887299,0.879520,1.198867,1.581281,1.985014,2.420000,3.124346
0.915921,0.873616,1.198867,1.575961,1.990028,2.415186,3.128691
0.944544,0.873616,1.198867,1.570640,2.005069,2.410372,3.128691
0.973166,0.873616,1.204150,1.565320,2.020111,2.405558,3.124346
1.001789,0.873616,1.209433,1.570640,2.030138,2.400744,3.120000
1.030411,0.873616,1.214717,1.581281,2.040166,2.400744,3.120000
1.059034,0.873616,1.220000,1.591921,2.040166,2.400744,3.115654
1.087657,0.873616,1.220000,1.602562,2.040166,2.400744,3.111309
1.116279,0.873616,1.220000,1.602562,2.040166,2.405558,3.106963
1.144902,0.873616,1.214717,1.602562,2.040166,2.410372,3.102617
1.173524,0.879520,1.209433,1.602562,2.040166,2.415186,3.102617
1.202147,0.885424,1.204150,1.602562,2.040166,2.415186,3.098272
1.230769,0.891328,1.198867,1.602562,2.035152,2.410372,3.093926
1.259392,0.897232,1.198867,1.602562,2.030138,2.405558,3.085235
1.288014,0.903137,1.204150,1.607882,2.025124,2.405558,3.076544
1.316637,0.909041,1.209433,1.613202,2.025124,2.410372,3.076544
1.345259,0.914945,1.214717,1.618523,2.030138,2.415186,3.076544
1.373882,0.920849,1.220000,1.623843,2.035152,2.415186,3.076544
1.402504,0.914945,1.220000,1.618523,2.040166,2.410372,3.076544
1.431127,0.903137,1.220000,1.607882,2.040166,2.405558,3.072198
1.459750,0.891328,1.220000,1.597242,2.045180,2.400744,3.072198
1.488372,0.879520,1.220000,1.586601,2.050194,2.400744,3.076544
1.516995,0.873616,1.220000,1.586601,2.055207,2.400744,3.080889
1.545617,0.873616,1.225283,1.591921,2.060221,2.400744,3.080889
1.574240,0.885424,1.235850,1.591921,2.055207,2.395930,3.072198
1.602862,0.897232,1.246417,1.591921,2.050194,2.400744,3.059161
1.631485,0.903137,1.251700,1.591921,2.045180,2.405558,3.037433
1.660107,0.903137,1.251700,1.591921,2.035152,2.405558,3.015705
1.688730,0.891328,1.246417,1.597242,2.030138,2.410372,2.998322
1.717352,0.873616,1.235850,1.602562,2.025124,2.405558,2.989631
1.745975,0.861808,1.230567,1.602562,2.020111,2.395930,2.989631
1.774597,0.861808,1.225283,1.602562,2.020111,2.391116,2.993977
1.803220,0.861808,1.220000,1.602562,2.020111,2.386302,2.993977
1.831843,0.873616,1.220000,1.602562,2.020111,2.381488,2.985285
1.860465,0.885424,1.225283,1.602562,2.025124,2.381488,2.976594
1.889088,0.891328,1.230567,1.607882,2.030138,2.381488,2.963557
1.917710,0.897232,1.235850,1.613202,2.035152,2.381488,2.954866
1.946333,0.897232,1.235850,1.613202,2.035152,2.376673,2.950520
1.974955,0.897232,1.230567,1.613202,2.030138,2.371859,2.941829
2.003578,0.897232,1.225283,1.602562,2.030138,2.362231,2.928792
2.032200,0.897232,1.220000,1.591921,2.030138,2.352603,2.915755
